id	gender
a11504626	NA
a12680382	female
a11866664	NA
a12589676	female
a11249419	male
a12602334	male
a11866640	NA
a1271320x	male
a12602310	male
a11240532	male
a1258910x	female
a12543925	female
a11861964	male
a11250501	NA
a12713569	NA
a12711597	male
a12407410	NA
a11508012	male
a12398019	male
a12589457	female
a11248439	NA
a12713557	NA
a12588453	NA
a11863262	NA
a12444108	NA
a12406454	female
a12536647	female
a11513779	NA
a11250525	NA
a11517785	NA
a12542969	NA
a12713533	NA
a12609080	male
a11509016	NA
a12683127	female
a12406478	female
a12713545	NA
a12147461	NA
a1260723x	female
a12541965	male
a11874594	NA
a1268532x	male
a12680163	NA
a12448199	NA
a11865489	NA
a12540080	male
a11503427	NA
a12709529	male
a12678089	male
a12449593	NA
a12147266	male
a12538917	male
a1240438x	NA
a12401869	female
a12709517	NA
a12562749	female
a11517761	NA
a12713521	NA
a12149421	male
a12401821	male
a12452841	female
a11250549	NA
a12709505	NA
a12147242	NA
a12452889	male
a12405693	male
a12399632	female
a12710453	male
a12542945	male
a11247654	male
a12716443	female
a11518595	male
a12681362	NA
a12449131	NA
a12685768	male
a12681386	female
a11241317	NA
a12589433	male
a11505187	male
a11518765	NA
a1124088x	NA
a12677851	male
a12606583	male
a12535862	male
a12401845	male
a12685677	male
a12550875	male
a12407434	female
a11506805	NA
a11247344	NA
a12451861	male
a11240556	NA
a1268093x	male
a11247368	NA
a12678065	female
a11500682	male
a12676962	NA
a12443128	NA
a12607563	male
a12451885	male
a12676871	male
a11861083	NA
a11245384	male
a12154027	male
a11869318	male
a12683103	NA
a12682366	male
a12607587	female
a12559246	male
a12453183	male
a12685653	female
a12685744	NA
a12153904	male
a12536842	male
a12148222	NA
a12710465	male
a11864242	female
a12602577	male
a12541941	NA
a11506829	NA
a11249638	NA
a12680801	male
a1244926x	female
a12686505	female
a12537846	male
a12148246	NA
a12400889	NA
a11864266	male
a12680187	female
a12399838	NA
a11238136	male
a11502666	NA
a12681805	NA
a11867620	male
a11511990	NA
a12399814	male
a1214681x	NA
a12684302	male
a12397039	female
a11862063	NA
a11510791	NA
a12682123	male
a12676986	NA
a12684892	male
a12542283	female
a12452932	male
a12452075	male
a12716959	NA
a12686529	NA
a12145592	NA
a11872391	NA
a12534663	female
a12588210	male
a12712553	male
a12452051	NA
a12680849	NA
a12534687	female
a12400841	NA
a12153023	NA
a12400865	NA
a12541989	male
a12608981	male
a11862087	male
a1253531x	male
a12446658	female
a12678041	male
a12404470	female
a12685549	male
a12152900	male
a11860984	NA
a12682147	male
a12535643	non-binary
a12590009	male
a12445630	NA
a1215281x	male
a12602553	male
a11247435	male
a11240775	female
a11249614	female
a12535886	male
a1240732x	male
a1268191x	male
a11504845	NA
a11506167	NA
a12686438	male
a12680825	male
a12149445	male
a1260429x	male
a12446634	female
a12146286	NA
a11238112	male
a12588234	male
a11865465	NA
a12685525	male
a11505825	NA
a12590228	female
a11246455	NA
a12442458	male
a11504183	NA
a11861940	female
a12404494	NA
a12685501	female
a11501662	NA
a12710489	NA
a12398238	male
a12146262	NA
a12683322	male
a11501686	male
a12685720	male
a12487442	male
a12364824	NA
a12120583	NA
a11581980	female
a12369871	male
a12202009	male
a12569872	male
a11461032	NA
a12132160	NA
a11539185	NA
a11399004	NA
a12290361	NA
a12126378	female
a12369895	NA
a12563699	female
a12363844	female
a12204092	male
a1159181x	NA
a12560935	male
a12482572	male
a11544545	NA
a1242092x	female
a12286898	male
a12132184	NA
a11457090	male
a12420396	NA
a11542561	male
a12561058	female
a11590087	NA
a11451634	NA
a12427408	female
a12677176	male
a11558106	NA
a11209495	NA
a11592394	NA
a12289395	male
a1146009x	NA
a1158709x	NA
a11553340	NA
a12130205	NA
a12566809	male
a1212879x	female
a11219105	male
a12290385	female
a11544521	male
a11209471	NA
a1243033x	male
a11219129	NA
a12488665	male
a12130229	NA
a12090359	male
a11989373	male
a12286874	male
a11458999	NA
a11551604	NA
a12208474	female
a11591286	male
a11393725	male
a12127486	NA
a11990673	female
a12090116	NA
a11992438	NA
a11397020	male
a11210242	female
a12289371	female
a11547947	NA
a11456991	male
a1267994x	female
a12373497	male
a12209430	female
a11591262	male
a12211874	female
a12040666	NA
a12555204	male
a11583964	NA
a1122079x	male
a12209478	female
a12285304	male
a11542238	male
a11393749	female
a11989397	male
a11454817	male
a12093518	NA
a11457971	NA
a12123080	female
a12123523	NA
a12040642	NA
a12570801	NA
a11409083	NA
a12366146	female
a11591043	NA
a11457995	male
a11215604	male
a1212123x	NA
a12683346	NA
a11992414	male
a11545306	male
a11393087	male
a12293106	NA
a12363868	female
a12124746	NA
a12044519	NA
a12555228	male
a12367692	male
a12286527	male
a12042869	NA
a11211489	NA
a12681167	male
a12212659	male
a11547923	NA
a12681143	male
a12292126	female
a12043849	NA
a11397068	NA
a11991458	male
a11451610	male
a1155051x	NA
a11216827	male
a1237314x	male
a12210444	NA
a12039895	NA
a12426404	female
a12373473	male
a12573164	male
a12682445	male
a1257305x	male
a12204973	female
a11541982	NA
a11453837	NA
a12561939	male
a11997114	NA
a12428607	female
a12095291	male
a12558291	male
a12085522	NA
a12682469	male
a12420372	male
a11993637	NA
a12366122	male
a12210420	male
a12041774	NA
a1213305x	male
a12041646	male
a11454131	NA
a12042845	female
a12424420	female
a12430882	male
a12091339	NA
a12682421	male
a12561010	female
a12575343	female
a11396003	female
a12571143	female
a12370848	male
a12483552	male
a12091777	NA
a11459517	NA
a12429806	male
a12047892	NA
a12368696	male
a12678417	male
a11992190	male
a12576347	NA
a12127462	male
a11456796	male
a1220738x	male
a12041750	NA
a11542585	male
a12091753	NA
a11407980	male
a1199034x	male
a11454179	male
a1220268x	female
a12572160	male
a11395928	male
a12043515	NA
a12095953	male
a11548046	NA
a12488008	female
a12124941	male
a11454155	NA
a12085546	NA
a11769579	NA
a12680461	NA
a11451658	male
a12684326	male
a12211679	male
a12132822	NA
a12038672	NA
a12211655	female
a12564436	male
a12482596	male
a12285894	male
a11997138	NA
a11589358	male
a12556208	male
a1229343x	NA
a11767443	NA
a11556109	NA
a12095977	male
a12675891	male
a12572184	NA
a11993613	NA
a12372493	female
a12564412	female
a12486267	NA
a12208693	NA
a11593350	male
a12426180	female
a12202599	NA
a12124084	NA
a11395904	male
a12678193	male
a12285870	male
a12095096	NA
a11543565	NA
a12677875	male
a12559271	male
a12211631	male
a12561034	female
a12484337	male
a12480708	NA
a12211527	female
a12042602	female
a11587593	male
a1242139x	NA
a12367102	male
a12291122	male
a12038891	NA
a12368106	male
a11408960	male
a12364605	male
a11543322	NA
a12122981	male
a11393701	NA
a1121269x	NA
a11589334	NA
a11395047	female
a12569896	NA
a12092757	NA
a12425448	male
a11210059	NA
a12681489	female
a12367126	male
a12094092	male
a11237971	NA
a12043825	male
a11992633	female
a12206490	NA
a12292345	female
a12484313	male
a11552827	NA
a11455111	NA
a12573140	male
a11991434	NA
a12354776	female
a1220836x	male
a11457752	NA
a12574168	female
a12559295	male
a11581414	male
a1212977x	female
a12090773	male
a12363649	male
a11550648	male
a12681465	female
a1177017x	NA
a12560273	female
a12131842	male
a11453394	NA
a11215744	male
a12128466	male
a12363625	female
a12086526	NA
a11210035	NA
a12043539	NA
a12038696	male
a11593179	male
a11457776	male
a12092538	NA
a11588573	NA
a11546505	NA
a12086502	NA
a12681441	male
a12284890	female
a11215768	male
a11397901	male
a12565635	female
a11397949	NA
a12293787	male
a12041798	NA
a11157823	male
a11398000	male
a12291146	male
a1228970x	female
a11586370	male
a11549026	male
a11990454	male
a1122020x	male
a12565611	female
a11398024	NA
a12042511	NA
a11990478	female
a12481592	female
a12483576	NA
a1257191x	female
a1247938x	male
a1158922x	NA
a12675696	male
a12209892	NA
a12677437	NA
a12094973	NA
a12049633	NA
a11215720	male
a12424444	NA
a12562695	female
a12130424	male
a12092514	NA
a12164379	female
a11409502	male
a1248300x	female
a12282807	male
a1228676x	male
a11522252	male
a12044805	male
a11396222	female
a12487909	female
a12124965	male
a11408984	male
a12094997	female
a11208995	female
a11548708	female
a12563456	female
a12292321	male
a12677413	NA
a12423488	female
a12293763	male
a12132846	NA
a12683206	male
a12210675	male
a12042535	male
a12487028	male
a11208971	NA
a11404164	male
a12486243	NA
a12210699	male
a11555129	male
a12423464	male
a12363030	male
a12131866	male
a12675672	male
a12561253	male
a12376103	female
a12292369	female
a11216505	NA
a12563432	male
a12205643	NA
a12483333	male
a12425424	male
a12680485	male
a12086216	male
a12676457	NA
a1209464x	male
a11550600	NA
a12570163	male
a12370629	NA
a11455135	male
a11396246	male
a1228578x	male
a12561277	male
a12291365	NA
a12686293	male
a12425400	male
a11588597	NA
a12560054	male
a12210651	male
a12085236	NA
a11210011	NA
a11392721	male
a12212428	male
a11544326	NA
a12363406	female
a11452390	male
a12293568	NA
a12430249	female
a12093737	NA
a11220533	NA
a12559490	NA
a12712541	female
a12587953	male
a12408414	NA
a11157902	female
a11973766	NA
a12230340	male
a11212421	female
a12235064	male
a12402606	male
a12155226	NA
a11928220	male
a12714318	male
a11868648	NA
a12712577	female
a12152924	male
a11209276	NA
a11221537	NA
a1137455x	NA
a11155747	female
a12234746	male
a1196991x	NA
a11928244	NA
a12624974	male
a11368408	male
a12541084	male
a11445695	NA
a11210916	male
a12712565	NA
a11971149	female
a11221513	male
a12260496	male
a12228400	female
a11447850	NA
a11163343	male
a12624998	male
a12262766	female
a12541060	male
a1137553x	NA
a12543263	female
a12314341	male
a12712589	male
a12233742	NA
a12543287	female
a12259159	male
a11930160	male
a12710234	NA
a12063526	female
a11965885	NA
a12345465	male
a12624093	female
a11376181	NA
a12716947	NA
a11930184	male
a12536180	male
a12264507	male
a12229647	male
a12071390	male
a11868624	NA
a12621791	NA
a12511687	female
a11971344	female
a11369784	NA
a11369760	male
a11163367	NA
a11216700	NA
a12624755	NA
a12537160	male
a11291321	male
a11220557	male
a12269335	male
a12153047	NA
a11870989	NA
a12631309	female
a12231563	NA
a12149469	NA
a11367428	NA
a11216529	male
a11161188	NA
a12502819	NA
a12063502	NA
a12533683	female
a1250631x	male
a12310189	male
a12267351	male
a11882360	female
a12589214	NA
a12152419	NA
a11971125	NA
a11371572	NA
a11286507	male
a12537184	male
a12069292	male
a11209951	male
a12152948	NA
a11861721	male
a11164347	male
a12710477	male
a12508408	male
a1240634x	NA
a11930603	NA
a11445671	male
a11290018	NA
a12350837	male
a12310141	NA
a11215549	NA
a12262742	male
a12147576	NA
a12359877	NA
a12403805	NA
a11441847	NA
a12710441	NA
a12629169	male
a11363927	NA
a12505882	NA
a11439890	NA
a11283786	NA
a11209975	male
a12714859	male
a1251035x	female
a11360720	male
a11215525	NA
a11861769	NA
a11291369	male
a11209999	NA
a12013432	NA
a1137357x	female
a11447898	NA
a11157045	NA
a12588258	male
a11867358	NA
a11289880	male
a12623970	male
a12341617	male
a12151415	male
a11969386	NA
a12714525	NA
a11161140	female
a12714501	NA
a12227201	male
a11893072	NA
a1263198x	NA
a12543482	male
a12316325	female
a12607782	NA
a11878812	NA
a11360963	NA
a11280918	male
a12602796	male
a11446675	NA
a11288462	NA
a11164323	male
a12709931	NA
a11974746	male
a1206984x	NA
a11287263	NA
a12268331	NA
a12146596	NA
a12610203	NA
a12623994	male
a12540419	male
a11862725	male
a11158001	NA
a12233195	male
a11440843	NA
a12312149	female
a12224674	NA
a11862749	male
a11443169	NA
a12397258	male
a12316301	female
a1214583x	female
a12066205	NA
a11937452	male
a12346202	female
a11931164	NA
a11158025	NA
a12610227	male
a12267375	NA
a12537822	male
a12269359	male
a12711354	NA
a11867310	male
a11211015	NA
a12709955	NA
a12357224	female
a12150216	male
a11441823	NA
a12536866	male
a12401602	NA
a12067209	male
a11932806	NA
a1222831x	male
a12155202	male
a12310803	female
a11929224	NA
a12627185	NA
a12350151	NA
a11444125	NA
a11211039	NA
a11155723	male
a12397210	male
a11862701	NA
a1240830x	male
a11358804	NA
a12072175	NA
a11448611	NA
a1234459x	female
a11972324	male
a11929200	NA
a11209756	NA
a11974527	NA
a11290146	female
a11290122	NA
a11156831	male
a12588015	female
a11358828	male
a12609961	male
a12405450	male
a11872706	NA
a12062546	NA
a12312125	female
a12233171	female
a1196893x	NA
a11964881	female
a11365225	NA
a11215501	male
a11929248	NA
a11156855	NA
a12397234	female
a11289570	female
a12507647	male
a11442803	male
a11890551	NA
a11866421	male
a12310827	male
a11938456	NA
a12267399	female
a1222988x	male
a11970169	NA
a11363046	NA
a12402801	female
a12153928	male
a12602991	male
a12501839	female
a12604380	male
a12501815	male
a12311807	female
a11209732	NA
a12352615	female
a12230327	female
a12511663	NA
a12314365	female
a11938432	male
a11870965	NA
a12406697	NA
a12401626	female
a11216748	male
a11163562	male
a12507623	NA
a12260472	male
a1260978x	male
a12311121	female
a11285503	NA
a12539739	male
a12064269	male
a11970145	male
a12709979	NA
a12061967	NA
a12715529	NA
a11359079	NA
a12709943	NA
a11365249	male
a12072151	male
a11156879	male
a12263527	female
a12269311	male
a11972348	NA
a1262486x	male
a12539715	female
a12313166	NA
a12340534	male
a1137231x	NA
a12715517	NA
a12340339	female
a12261786	male
a11160937	male
a12146572	NA
a11216724	NA
a12345489	female
a12311145	NA
a12062522	NA
a11975726	NA
a11869604	NA
a11447874	NA
a11972300	female
a11369541	NA
a12347401	NA
a12711330	NA
a11163586	NA
a12150435	NA
a12266590	female
a11222517	female
a12306708	female
a11218344	NA
a12506424	male
a1260527x	NA
a12346445	male
a11440867	NA
a12538711	male
a11931188	NA
a11362133	NA
a12344680	male
a12228205	male
a11867863	NA
a11155851	male
a12349409	male
a12228229	male
a11164566	male
a12261762	male
a11973523	male
a12714513	NA
a12315345	male
a12622229	NA
a12506400	male
a11292763	NA
a11890745	male
a11282782	male
a11372643	male
a11285527	NA
a11221318	male
a12605918	male
a12538735	male
a11444101	NA
a12711342	male
a12508603	NA
a12227225	female
a12148556	male
a12628141	female
a11446699	male
a12506448	NA
a12268379	male
a11932120	NA
a12609985	female
a12348405	male
a12313142	male
a12607149	male
a12709967	NA
a12234175	male
a11971368	male
a11448854	NA
a12508627	NA
a11968382	male
a11928001	NA
a11155899	male
a12399619	NA
a12231587	NA
a11164542	male
a12540857	male
a12234199	female
a11936691	NA
a12317305	female
a11896772	NA
a12628189	female
a12263503	female
a12145282	NA
a12150411	male
a12407677	male
a1196795x	NA
a12400646	female
a11866445	NA
a11155875	male
a12538759	male
a12507428	male
a11866469	NA
a12628165	male
a11879816	NA
a12312101	female
a12234151	male
a11446651	NA
a12590113	male
a1206886x	NA
a12624950	male
a12539582	male
a12588039	male
a1253707x	NA
a12152705	NA
a11963505	male
a12402849	male
a12262547	male
a11973547	NA
a11871702	NA
a11446109	NA
a11160056	male
a12536970	female
a12351155	female
a11448830	male
a11220314	NA
a12627161	male
a12405498	male
a12154908	female
a12605384	NA
a12268574	female
a11290237	male
a12314122	female
a11292787	male
a1196702x	NA
a11450496	male
a12230303	NA
a11156636	female
a12262523	male
a12149317	NA
a11289685	female
a11216086	NA
a12711378	male
a11442608	male
a12150459	male
a11963529	NA
a11362157	male
a12605360	NA
a12311169	male
a12348429	male
a12235817	male
a11360173	male
a12308882	NA
a12316349	NA
a11448192	NA
a1129243x	male
a11926703	female
a11928025	NA
a12629583	male
a12511882	female
a12630962	female
a12350199	male
a11157926	male
a12607125	female
a12268550	male
a1197106x	male
a11369565	female
a12713338	NA
a12315321	female
a12227006	male
a12234837	male
a12627380	NA
a11928049	female
a12603181	male
a12315369	NA
a11289661	NA
a12348600	male
a12267570	male
a11973158	NA
a11371687	male
a12607101	male
a12504488	male
a12346226	male
a11444691	NA
a12113542	male
a12265391	female
a11867334	male
a12715876	NA
a12070506	female
a1262925x	female
a12398433	male
a11284080	NA
a11250744	NA
a11994812	male
a12269578	male
a12504464	male
a12368544	male
a12372079	male
a1132854x	male
a11822594	female
a11454374	NA
a11337205	NA
a11192124	NA
a12713302	male
a12168208	female
a11250768	female
a12207408	male
a11240799	NA
a12206647	male
a11992657	male
a12367564	female
a1265372x	female
a1250239x	male
a1182542x	female
a11450897	NA
a1244828x	NA
a12093713	male
a11990430	NA
a12452865	male
a11898811	male
a12174154	male
a11829278	male
a11317267	NA
a12677280	female
a12211400	male
a12713314	male
a12681829	NA
a12264726	male
a12656331	NA
a12127681	male
a12715505	NA
a12372936	male
a12685434	female
a12087439	NA
a11911256	NA
a11830906	NA
a12685458	male
a1148827x	NA
a12176333	male
a1244456x	male
a12132603	NA
a1208928x	male
a11908154	NA
a12509607	female
a12713326	NA
a12371051	male
a11324843	NA
a12685410	male
a12267594	male
a11313547	female
a12212404	NA
a12451071	female
a12511225	male
a12452956	male
a11908130	male
a12131623	male
a12095758	NA
a11828079	NA
a11508917	male
a12367540	female
a11318909	female
a11248658	male
a12176357	NA
a11248634	male
a11991215	NA
a12451095	female
a12363601	male
a11195654	female
a12363637	female
a11393944	NA
a12510221	male
a12173484	male
a12095734	NA
a11406781	male
a11319008	male
a12126482	NA
a11239116	NA
a12442410	male
a12679707	male
a12443323	female
a12171281	male
a11317243	NA
a12508846	male
a1150111x	male
a11329853	male
a12686414	male
a11991239	NA
a12442434	male
a12131647	male
a1236647x	male
a12174130	male
a11413554	male
a11247411	male
a11453813	NA
a11194674	NA
a12163831	male
a12090530	NA
a11242978	male
a11995816	male
a11995087	NA
a12664169	male
a12508822	NA
a12260691	female
a11192100	NA
a12658339	NA
a12269530	female
a11507147	NA
a11330636	NA
a12453031	male
a12128685	female
a11391765	NA
a12177337	male
a11404140	NA
a11250720	NA
a12716753	NA
a12675982	female
a11911232	female
a12263722	female
a11329877	female
a11996924	NA
a12451952	male
a12128661	male
a11452195	male
a11238379	male
a12710684	male
a12316088	female
a12177313	male
a11898859	male
a12174178	female
a11909158	NA
a11815772	NA
a11996948	NA
a1132952x	male
a11240751	male
a12211424	female
a1250337x	female
a12447419	NA
a12372912	NA
a12263746	NA
a12211448	female
a12124333	NA
a11991410	NA
a11815796	NA
a12371932	male
a12175420	female
a11825753	NA
a11518960	NA
a12443347	female
a12505420	female
a11818517	NA
a11901627	NA
a12090554	male
a11324181	NA
a12204882	female
a11391789	female
a11248610	NA
a12371956	male
a12261567	female
a12445654	NA
a12130448	female
a11797708	male
a11504869	NA
a12505444	male
a11903491	male
a12715827	male
a12654176	NA
a11410486	male
a12266371	male
a12129860	female
a12095710	NA
a1140131x	NA
a12090578	male
a11994836	NA
a12656379	male
a12658881	female
a12173198	male
a12446610	male
a12370290	female
a12173174	male
a11800446	NA
a1190706x	female
a12158902	male
a11897831	NA
a11453370	NA
a12511249	female
a11405120	female
a12175468	NA
a12714549	NA
a12661181	male
a11905451	male
a1244358x	male
a12371099	male
a11796728	NA
a12680606	female
a11401643	NA
a12712334	male
a12261543	male
a12094730	NA
a11195459	NA
a11188674	male
a1151386x	NA
a11456577	NA
a12262304	male
a12712346	male
a12675787	NA
a12206623	female
a12682809	male
a11912236	NA
a11454350	male
a11408789	NA
a12172170	male
a12132627	male
a11805298	male
a12657359	female
a1199387x	NA
a11316068	male
a12264702	female
a11511205	NA
a12085212	NA
a12683450	male
a11193347	male
a12675763	male
a12654085	NA
a11188698	male
a12712358	male
a12453079	NA
a11805274	NA
a11405144	NA
a11314722	NA
a12269554	male
a12411255	male
a12367588	male
a12208607	NA
a11509107	male
a12504440	male
a11907174	female
a12684454	male
a11186562	NA
a11822570	NA
a12710672	male
a12369329	male
a12210894	male
a12174488	NA
a11905475	NA
a12205667	male
a12505468	NA
a11827932	male
a12451976	female
a12262328	male
a11406124	NA
a11242711	NA
a12559970	male
a1145720x	NA
a12678508	male
a12177209	female
a11243739	NA
a11193323	male
a1236549x	female
a11394481	male
a12371609	female
a12715785	male
a12710696	male
a12259573	male
a12091510	NA
a12509826	NA
a12206404	male
a11243715	NA
a12509802	male
a11900647	male
a12663165	male
a12368520	male
a11904471	male
a1265999x	male
a11831029	NA
a12657311	male
a12446877	female
a12176138	male
a11186586	male
a12684478	female
a12445678	male
a12130400	NA
a12663141	male
a1268238x	male
a11811067	male
a11192343	NA
a11332700	male
a12676081	male
a1209044x	NA
a12091534	male
a12443694	female
a11406100	NA
a12129823	NA
a11812023	male
a11452171	male
a12678260	NA
a12653858	male
a12130138	male
a12678284	male
a12443670	NA
a1140307x	male
a1199289x	NA
a11192367	male
a11990259	NA
a11806230	NA
a12371075	male
a11333728	NA
a12129847	NA
a12710660	male
a12129884	NA
a11401667	NA
a12092733	NA
a11997709	NA
a12662161	female
a11994940	NA
a11507718	male
a11811900	male
a11511229	NA
a1132658x	male
a11508103	NA
a11404188	NA
a11246212	female
a12712668	male
a12676500	female
a12510440	NA
a11453175	NA
a11996067	NA
a11195411	male
a11996900	male
a11806278	NA
a1139948x	NA
a11189678	NA
a12709190	male
a12511201	NA
a12451290	male
a12086459	NA
a12442677	female
a12653834	female
a1220531x	female
a12157417	male
a11453199	male
a1150562x	NA
a11455330	NA
a11323863	male
a12372298	female
a12368325	NA
a11810282	NA
a12712322	male
a12658315	female
a11240118	male
a11189654	NA
a12657335	male
a12510464	NA
a12444698	male
a11508127	male
a11242735	male
a12174464	NA
a11316925	male
a12654814	female
a1145622x	male
a12711640	male
a11994988	NA
a12370976	male
a11994964	NA
a11799791	male
a12125118	male
a11912212	male
a12372274	NA
a1244232x	female
a11319203	male
a11187670	male
a1250435x	male
a11242759	NA
a1270975x	NA
a1181620x	male
a11455378	male
a1118758x	female
a11501224	NA
a12676524	NA
a11317048	male
a12654838	NA
a12371270	female
a12172194	male
a11239335	NA
a12511468	male
a12123377	female
a12565106	male
a1191080x	male
a1151288x	male
a11812709	NA
a12662185	female
a12173150	female
a11828055	male
a12502480	male
a12269773	male
a11458756	NA
a11315945	male
a12367321	male
a12086435	NA
a11907150	NA
a11897855	female
a12653810	male
a12270568	male
a11460519	NA
a12506886	male
a11459736	NA
a1217306x	female
a1209142x	NA
a11330831	male
a1125063x	male
a1190804x	NA
a11809784	male
a11239359	NA
a12261348	male
a12716492	male
a12657116	NA
a12368349	male
a12086411	male
a12369500	male
a1212106x	NA
a12442653	male
a11514097	NA
a12205424	female
a11807234	NA
a11516781	female
a1216964x	NA
a12132883	male
a11455354	male
a11319227	male
a12093932	NA
a11504997	NA
a11241755	male
a12123572	male
a11194650	male
a12206428	male
a11514073	NA
a12369548	male
a11196853	female
a11517323	NA
a11454593	male
a11453151	NA
a11317024	NA
a11995920	NA
a12711676	male
a12686190	female
a1255568x	NA
a1220982x	male
a12175225	male
a12124576	NA
a11457557	NA
a11400882	NA
a12564631	female
a11971320	NA
a11769336	female
a1144776x	male
a11889469	NA
a11585262	male
a12570187	male
a1182170x	NA
a12573188	male
a12064506	NA
a12042559	NA
a11246236	NA
a12039676	NA
a11582418	female
a12564655	male
a12062327	NA
a12044829	NA
a12226506	female
a11769555	NA
a12569458	male
a12230108	male
a12662380	female
a1257501x	NA
a11900866	NA
a11162582	male
a12653639	NA
a12040794	male
a11906431	male
a11824359	female
a11970121	NA
a11363903	male
a12564679	female
a12485536	male
a11158815	male
a12235179	male
a11241731	NA
a12653615	male
a12571386	female
a12062303	NA
a11441628	male
a11911499	NA
a12562452	male
a12485512	female
a12039652	NA
a11241779	NA
a12235131	male
a11593155	male
a11555105	NA
a11440600	NA
a11586394	NA
a11445105	male
a12072813	NA
a12686979	female
a1266425x	NA
a12041531	female
a12569434	male
a11164785	male
a1119201x	male
a12487004	female
a11238598	NA
a12562476	NA
a11882438	NA
a11189630	male
a12063988	NA
a11834407	female
a12686955	male
a12224546	male
a12684429	male
a12574806	male
a12488203	female
a11553169	male
a12039457	male
a11911475	NA
a12686931	female
a1223350x	male
a12070749	female
a11441604	male
a11159480	male
a12574120	male
a11910471	female
a12569781	male
a11367623	female
a11367647	NA
a12227249	male
a11824578	male
a11543541	NA
a11973110	NA
a11191363	male
a12486929	NA
a11194479	NA
a11158839	NA
a11829916	NA
a11910495	NA
a11440624	male
a11554149	NA
a12655818	male
a11589553	male
a11194431	NA
a1267610x	male
a1266327x	NA
a11967353	male
a11821176	male
a12662628	female
a12481373	male
a11449196	NA
a12481397	female
a11905670	male
a11549002	male
a11972397	male
a11973134	NA
a1182346x	NA
a11250082	NA
a11157811	male
a11238355	female
a11157835	NA
a11191387	NA
a12684405	male
a12682226	female
a12486905	NA
a11911451	male
a1197204x	NA
a11901846	NA
a11835291	NA
a11359912	NA
a11188650	male
a11163781	male
a12569410	NA
a12562257	female
a12682202	male
a12560297	male
a12167721	male
a1144972x	male
a12043734	NA
a11974114	NA
a11826071	male
a1136290x	male
a11358270	male
a12072837	NA
a12656835	male
a11240313	male
a12063964	NA
a11188431	female
a12048896	NA
a11912455	NA
a11828274	male
a11238574	NA
a12231307	female
a11376272	male
a12660863	male
a11885415	male
a12069711	NA
a12560686	NA
a11190383	NA
a12556646	NA
a12065705	NA
a11593441	male
a12677632	male
a12229209	female
a11907198	female
a1154563x	NA
a11967158	NA
a12486024	male
a12167745	male
a1136631x	male
a12480903	female
a11238550	male
a12656859	male
a12561642	NA
a11905499	male
a11188455	NA
a11372424	female
a12067994	male
a12040770	female
a11593489	NA
a1248104x	male
a11967110	NA
a11157859	male
a11538181	NA
a11155632	male
a1203910x	NA
a11547728	NA
a11239578	male
a12043758	NA
a11900842	male
a11240337	NA
a11372400	male
a11155656	male
a12484532	NA
a12041579	NA
a12072199	male
a11967134	NA
a11587131	male
a11239530	female
a11557527	male
a11376296	NA
a11188479	female
a11195435	female
a12557602	female
a11162016	NA
a11157616	male
a11449172	NA
a12484556	male
a12073131	NA
a12041555	NA
a11831005	NA
a12073155	NA
a12038477	male
a11587179	male
a11555543	NA
a12073179	NA
a11164761	NA
a11975118	female
a12224522	male
a11972592	NA
a11824797	NA
a11555348	male
a12063307	male
a11449962	male
a11239554	male
a12482377	male
a12038453	female
a11591195	NA
a11156612	male
a12661600	male
a12555666	NA
a12660887	male
a11826095	male
a11241536	male
a12646398	male
a12477606	male
a12486000	female
a1197008x	male
a11766396	NA
a12562427	NA
a11187694	female
a11160032	male
a11160913	NA
a12661624	male
a11441409	male
a1115696x	male
a11247307	NA
a11893199	male
a11830001	NA
a11836490	NA
a12486048	male
a12565490	female
a11767352	male
a11450691	male
a12655855	NA
a11157197	male
a12573826	NA
a12049438	female
a1256638x	female
a12069735	NA
a12040599	NA
a11240738	NA
a1182444x	NA
a11449391	NA
a11157173	male
a11581852	NA
a11440648	male
a12067970	male
a12685070	female
a11242516	male
a12563511	male
a12070725	NA
a12655831	male
a12568430	female
a12480393	male
a11897636	male
a11159157	NA
a11832009	NA
a11551719	male
a12561666	male
a11194455	NA
a11578506	male
a12686050	NA
a12563407	male
a12661648	male
a11830025	NA
a11586151	NA
a11366667	female
a1257658x	male
a11366643	NA
a12225745	female
a12656811	male
a12229751	male
a11446018	male
a12232506	NA
a11546190	NA
a11439786	male
a11159133	NA
a11593246	male
a12568454	female
a12568478	male
a12064701	NA
a11828912	NA
a11374603	male
a11161036	NA
a11193566	male
a12071729	NA
a11443273	male
a11195216	NA
a11548812	male
a12234618	male
a11587817	male
a11968114	male
a11589310	male
a12068779	female
a12042778	NA
a11969532	NA
a11369322	male
a12572846	male
a1155423x	NA
a12686074	male
a12225721	NA
a11558234	NA
a12681246	male
a12662604	NA
a12225526	female
a1248006x	female
a1203812x	NA
a11158153	male
a1158824x	male
a12064749	male
a11361839	NA
a12572822	male
a12562403	NA
a12233857	male
a11582832	male
a11239311	NA
a12575367	female
a12481907	female
a12069759	female
a11582856	NA
a12685951	male
a11969118	NA
a11158177	female
a12479809	male
a1188986x	male
a11548617	NA
a11587350	NA
a11906832	male
a12062984	NA
a11371663	male
a12560881	NA
a11161917	female
a1256462x	male
a11769622	NA
a11558258	NA
a11161012	female
a12683425	male
a11974138	NA
a1144678x	male
a12488793	male
a1196800x	NA
