rara_id	birth_date	death_date
a12464624	1959	NA
a12050490	1982	NA
a12050489	2000	NA
a11226109	NA	2014
a12649053	1900	NA
a11227631	NA	2014
a1245185x	NA	1911
a12461386	1974	NA
a12251240	NA	2022
a12059067	NA	2018
a1205222x	1968	NA
a12052450	1941	NA
a1201042x	2000	NA
a12450212	1950	NA
a12452671	1900	NA
a12407136	NA	2006
a12644602	1950	NA
a12652696	2000	NA
a1246353x	1900	NA
a12478829	1950	NA
a1155566x	NA	2020
a11933914	1900	NA
a12488872	1950	NA
a12035919	NA	2023
a11526865	NA	2000
a12486218	NA	1966
a11347132	1912	1985
a12478854	2000	NA
a12349707	1971	NA
a11349554	1766	NA
a12340923	1972	NA
a11200157	400	NA
a1152005x	NA	2024
a12349719	NA	2022
a1234364x	NA	2021
a12030491	1950	NA
a11338775	1560	NA
a11314102	1785	1863
a12489505	1967	NA
a12029269	1981	NA
a11199659	15	50
a12484295	1977	NA
a12346743	1950	2013
a12486486	1986	NA
a11315441	NA	2005
a12351696	1965	NA
a12031124	NA	2025
a11535118	NA	2014
a11324156	-371	NA
a11336341	1480	NA
a12478623	2000	NA
a12344916	1980	NA
a12031367	1950	NA
a12487594	2000	NA
a11328757	1955	NA
a11536858	1964	NA
a11535775	1922	2001
a12343626	1957	NA
a12485184	1950	NA
a11327674	1946	NA
a1247972x	1900	NA
a11328769	1922	1997
a12480721	1950	NA
a11335476	NA	2004
a12344734	1951	NA
a12144988	NA	2022
a12140193	1950	NA
a12141264	NA	2023
a12139191	1965	NA
a11923465	1900	NA
a12069553	NA	2021
a12312654	1950	NA
a12816528	2000	NA
a12062923	1950	NA
a11950882	1950	NA
a12309047	NA	2022
a12815688	1900	NA
a12813266	1900	NA
a11939643	NA	2023
a12813023	1950	NA
a12072096	NA	2020
a12315941	1982	NA
a1281569x	2000	NA
a12069103	1980	NA
a12814386	1924	2010
a12697874	1950	NA
a12310256	1900	NA
a12696316	1985	NA
a11914944	1795	NA
a12314894	NA	2022
a12811294	1969	NA
a12310049	NA	2025
a12316817	1976	NA
a11948772	1950	NA
a12687868	1900	NA
a1269521x	1950	NA
a12314882	1900	NA
a12064920	NA	2017
a12312460	1900	NA
a11918287	NA	2019
a12073386	NA	2019
a12687856	1981	NA
a12312253	1900	NA
a12293684	2000	NA
a12292357	1900	NA
a12667535	1950	NA
a12674291	1950	NA
a12291018	1950	NA
a12286734	1950	NA
a12667997	1969	NA
a12666439	1950	NA
a12666440	1974	NA
a12292394	1950	NA
a12675350	1946	NA
a12294561	NA	2023
a12738700	2000	NA
a12832789	1969	NA
a12732394	1950	NA
a12830367	1900	NA
a12832790	2000	NA
a12737847	2000	NA
a12235969	1974	NA
a12832558	1850	1851
a12231368	1953	NA
a1282804x	1998	NA
a1283144x	1913	2003
a12830380	1959	NA
a12234849	NA	1863
a12833022	1989	NA
a12229271	1976	NA
a12735693	1950	NA
a12229039	1950	NA
a12232646	1900	NA
a12833034	2000	NA
a12230224	NA	2022
a12229246	NA	2023
a12738505	1950	NA
a1283676x	1944	NA
a12834129	1950	NA
a12231320	2000	NA
a12739868	1900	NA
a12230686	1950	NA
a11812886	1724	1783
a12795379	1900	NA
a12794247	1630	1675
a12190822	NA	1939
a12785532	1961	NA
a12211710	1986	NA
a12183040	1947	NA
a12188748	NA	2015
a12794235	1728	NA
a12206131	1950	NA
a12187409	1900	NA
a1218326x	NA	2021
a11808391	1593	NA
a12210626	1970	NA
a11809012	1975	NA
a12185498	1050	1120
a11813507	1590	NA
a12210614	NA	2015
a12786962	1950	NA
a12188529	1900	NA
a11813994	NA	2020
a12793486	1900	NA
a12210602	1961	NA
a12189844	1966	NA
a12188517	1900	NA
a11800604	-200	NA
a12793231	NA	1645
a11796868	NA	2021
a12792147	1999	NA
a12213548	1900	NA
a12202411	1946	NA
a12202654	2000	NA
a12205928	1950	NA
a12793218	1595	1638
a1279367x	1866	1954
a12188773	1950	NA
a11802820	1971	NA
a12784746	1950	NA
a12211102	2000	NA
a1220707x	NA	2022
a12505560	1950	NA
a12510907	1900	NA
a12507982	1950	NA
a12504440	1504	NA
a12505535	1950	NA
a11881057	1615	NA
a12512060	1900	NA
a11125949	1971	NA
a12435831	NA	2024
a12504452	2000	NA
a12436938	1921	1987
a12502273	1900	NA
a12505778	1982	NA
a12437839	1985	NA
a12503332	2000	NA
a12504415	NA	2010
a11196361	NA	2025
a12433251	NA	2022
a11193669	1620	NA
a12507702	1950	NA
a12506606	1900	NA
a12512291	1960	NA
a12432374	1949	NA
a12505730	1950	NA
a12505729	2000	NA
a1244215x	NA	2025
a12696511	1960	NA
a12269190	1510	1570
a1226362x	NA	1931
a11459438	1700	NA
a11461767	1600	NA
a12533816	1959	NA
a11452808	1500	NA
a12263400	1998	NA
a12523707	1992	NA
a11590427	1900	NA
a12167150	NA	2008
a11576893	NA	2016
a11575360	NA	2012
a11451749	1165	1226
a1145281x	NA	1631
a1216091x	NA	1981
a11591985	1210	NA
a12690582	1950	NA
a12528468	1950	NA
a12262560	1950	NA
a11567958	NA	2025
a11577769	NA	2022
a12528225	1963	NA
a12526289	NA	2024
a11459232	NA	2007
a11457053	1600	NA
a1215779x	NA	2021
a11582832	1482	NA
a12527129	2000	NA
a12528493	1972	NA
a11579675	NA	2017
a11458136	NA	1972
a11264639	NA	2017
a11581980	NA	2012
a1252847x	1950	NA
a11574495	NA	2023
a11459463	1900	NA
a1118288x	NA	2003
a12690752	2000	NA
a12160325	NA	1994
a12161652	1982	NA
a11589231	NA	1539
a11461317	NA	386
a12257722	NA	1937
a12689518	1980	NA
a11452602	-560	-550
a12531406	1968	NA
a11590439	NA	2019
a1145197x	1500	NA
a11576017	NA	2022
a11451518	1700	NA
a11589243	-200	NA
a12153801	NA	2024
a12687765	1961	NA
a12527154	1950	NA
a12676858	1980	NA
a11179284	NA	2024
a12257989	1900	NA
a12690703	1950	NA
a11570428	1976	NA
a11587039	1250	1310
a12166078	1947	NA
a12255567	1950	NA
a12526009	1950	NA
a12676810	1986	NA
a12523446	1965	NA
a12532125	1975	NA
a11448866	1600	NA
a12527968	NA	1957
a11444277	1500	NA
a12337547	1950	NA
a12090487	NA	2023
a12531285	2000	NA
a12112963	1973	NA
a12624251	1953	NA
a11439956	435	517
a12330929	2000	NA
a12526952	1950	NA
a12553189	1950	NA
a12090013	1978	NA
a11382740	NA	2016
a12555368	NA	2025
a12624020	1969	NA
a1145071x	1600	NA
a12337559	1900	NA
a11450721	1606	NA
a1262956x	1950	NA
a11387154	NA	2023
a1254663x	1969	NA
a11448404	1800	NA
a12528274	1948	NA
a12621808	1950	NA
a12338655	1950	NA
a11444289	1900	NA
a12555381	1950	NA
a12532769	1931	2019
a12339507	1950	NA
a12547517	2000	NA
a12087294	1949	NA
a11414455	1300	NA
a12626028	1990	NA
a12626041	NA	1450
a12337341	NA	1974
a12109575	NA	2023
a12336014	1959	NA
a12628268	1950	NA
a12090475	1950	NA
a1262715x	1953	NA
a12093981	1850	1950
a12533841	1975	NA
a12531017	NA	2021
a12338680	1989	NA
a1254596x	1950	NA
a11418886	NA	250
a12622953	1965	NA
a11447102	-300	NA
a12338436	1950	NA
a12115630	NA	2021
a12555563	1950	NA
a12553384	1900	NA
a12330711	1950	NA
a1143997x	150	251
a12527464	1950	NA
a12441508	1900	NA
a12624524	2000	NA
a12336026	NA	2004
a12112392	NA	2022
a11440739	1650	1651
a12527221	1900	NA
a12336282	1950	NA
a1196392x	NA	2026
a12555575	2000	NA
a12764024	1950	NA
a1243341x	1934	NA
a12434188	1920	2016
a12717551	1971	NA
a12776531	1900	NA
a12777602	1950	NA
a12764486	1150	NA
a12353991	NA	2015
a11386952	NA	1994
a12161032	1950	NA
a12778710	1950	NA
a12768868	1950	NA
a12442367	2000	NA
a12783948	1950	NA
a11483672	NA	2026
a12765119	1950	NA
a12778503	1900	NA
a12439927	1950	NA
a11500293	NA	1992
a11386988	NA	2020
a12777432	1950	NA
a12712917	1977	NA
a12763068	1950	NA
a1271978x	1947	NA
a12755461	1950	NA
a12436513	1950	NA
a11849630	1881	1954
a11482333	NA	2020
a12757883	1950	NA
a12359956	1950	NA
a12353176	2000	NA
a11386976	NA	2025
a11494785	1972	NA
a11498900	NA	2023
a11500281	NA	1992
a12712929	1950	NA
a1275433x	1950	NA
a12711834	1950	NA
a12166510	NA	2022
a12778448	1950	NA
a12357522	1986	NA
a1277876x	1950	NA
a12430791	1950	NA
a12757871	2000	NA
a12353164	1900	NA
a12359701	1950	NA
a12719535	1989	NA
a11890241	NA	2017
a12355586	NA	2023
a12718208	1950	NA
a11374834	NA	2013
a12714082	1900	NA
a12780741	2006	NA
a12164343	NA	1890
a12757664	1957	NA
a12776063	250	396
a12778278	1968	NA
a12158902	NA	2021
a12362098	1950	NA
a11495613	1862	1936
a12777195	1963	NA
a12428899	2000	NA
a1275786x	1900	NA
a12427536	2000	NA
a11887084	NA	2017
a12717368	1968	NA
a11891361	1484	NA
a1242206x	1310	1375
a12710969	1980	NA
a12779593	1950	NA
a12718269	1950	NA
a11493422	NA	2017
a11894866	NA	2024
a12157880	1900	NA
a12427548	2000	NA
a12580259	1528	1591
a12035506	1950	NA
a11338982	NA	1266
a12244661	1900	NA
a12058609	1933	2024
a12030041	1950	NA
a12056868	1983	NA
a12058610	1933	NA
a12349185	NA	2010
a12586869	1300	1358
a12375718	1600	1651
a12580090	1540	NA
a12381366	1950	NA
a12577911	NA	2022
a12335290	NA	2023
a12045457	NA	2025
a12586614	1950	NA
a12380271	1950	NA
a12246682	NA	2024
a11332189	1440	NA
a1258356x	1966	NA
a1223770x	1950	NA
a1132658x	1947	NA
a12581392	1950	NA
a11331094	NA	2017
a12380283	1876	NA
a12586602	2000	NA
a12247303	1570	1630
a12406405	2000	NA
a12397519	NA	2023
a12375342	NA	1934
a12581148	2000	NA
a12237218	1950	NA
a12023206	1950	NA
a12023449	1966	NA
a12337894	NA	2025
a12335472	1950	NA
a12386005	2006	NA
a12577157	1900	NA
a11333042	NA	4194
a12405577	1559	NA
a12246360	1950	NA
a12378860	1972	NA
a11280918	NA	1936
a12049475	1935	2024
a12377776	2000	NA
a12568685	1900	NA
a12333542	NA	2020
a12237681	1390	NA
a11332165	NA	1050
a12382097	1955	NA
a12568430	1950	NA
a12404019	NA	2025
a12333797	1950	NA
a12576049	1602	NA
a12240205	NA	2050
a11999366	NA	2020
a11991628	NA	2004
a11996067	NA	1959
a11998003	2000	NA
a11994265	1600	NA
a12697837	1973	NA
a12694320	1950	NA
a1152909x	NA	2008
a12697849	1950	NA
a1152487x	NA	2022
a1153686x	1964	NA
a11536652	NA	2015
a11525514	NA	2025
a12691094	1950	NA
a11528643	NA	2025
a12694356	1950	NA
a12693674	1950	NA
a11535180	1936	NA
a11528667	NA	2010
a12697801	1950	NA
a12693686	1990	NA
a11937774	NA	2024
a12694307	1900	NA
a12487119	1950	NA
a12652428	2000	NA
a12068068	NA	2020
a12459410	1900	NA
a12459409	1950	NA
a12062522	1954	NA
a12457000	1900	NA
a12488215	2000	NA
a12482912	1962	NA
a12460862	2000	NA
a12478878	1950	NA
a1265047x	1987	NA
a1264089x	2000	NA
a1245767x	1961	NA
a12484672	1950	NA
a12462834	2000	NA
a12637038	1850	1851
a12484209	1960	NA
a12062315	1986	NA
a12483357	1950	NA
a12071390	1950	NA
a12484696	1900	NA
a12488811	1900	NA
a12459690	1725	1772
a12063538	1800	1883
a12064737	NA	2020
a12484453	1950	NA
a12640670	1950	NA
a12072114	1969	NA
a12456196	1950	NA
a12459203	1950	NA
a12458351	1900	NA
a12640402	1997	NA
a12486656	1989	NA
a12310062	NA	2022
a12813011	1950	NA
a11577381	NA	2021
a1157155x	NA	2018
a1157673x	NA	2025
a12807679	1950	NA
a11946313	NA	2009
a12810836	1950	NA
a11949806	1978	NA
a1157589x	1728	NA
a11573296	1200	NA
a12317391	1800	NA
a11575414	NA	2016
a12814192	1950	NA
a12807680	1950	NA
a12810605	1950	NA
a11577265	NA	2018
a12307154	1970	NA
a12816589	1950	NA
a11567430	NA	2012
a12816346	1950	NA
a12666865	1698	NA
a12665538	NA	2025
a1192276x	1950	NA
a12668813	NA	2024
a11924731	NA	2018
a12666877	1561	NA
a1242979x	1973	NA
a12672038	1950	NA
a11369863	NA	1908
a11914907	1950	NA
a11923684	1900	NA
a12424109	NA	2026
a11919796	1979	NA
a11918226	NA	2022
a11359079	1610	NA
a12736107	1900	NA
a12739856	1950	NA
a12738797	1984	NA
a12736132	1950	NA
a1273875x	NA	2023
a12736272	1950	NA
a12740755	2000	NA
a12736053	2000	NA
a12736296	2000	NA
a12210018	NA	2024
a11454805	1600	NA
a1145393x	1700	NA
a12682263	1984	NA
a12287623	1950	NA
a12681374	2000	2000
a11459268	1700	NA
a12680011	1900	NA
a12681386	2000	2000
a12293295	1900	NA
a12209296	1949	NA
a11453990	1500	NA
a1145927x	1700	NA
a1283127x	1890	NA
a11461354	1539	1600
a12677486	1950	NA
a12137819	1950	NA
a12135872	2000	NA
a1146110x	-150	-149
a11454854	1580	NA
a12209004	1900	NA
a12208152	1950	NA
a11807234	NA	2019
a12833010	1585	NA
a1267834x	1950	NA
a12834580	1660	NA
a12686104	1973	NA
a12233122	1950	NA
a12143066	1950	NA
a12685276	1950	NA
a12287891	NA	2025
a11453308	1702	NA
a11452456	1650	1651
a1267784x	1850	1851
a12136529	NA	1951
a11451117	1900	NA
a11805249	1971	NA
a12150162	1978	NA
a12088481	1950	NA
a12258829	1950	NA
a11587040	1410	NA
a12784977	2000	NA
a12794521	1950	NA
a12530529	1962	NA
a12784722	1900	NA
a12528213	1950	NA
a12088213	2000	NA
a12152353	1950	NA
a12785805	1948	NA
a11577149	NA	2024
a12526691	1950	NA
a12257941	1970	NA
a1126391x	NA	2025
a12150824	1950	NA
a12529709	1978	NA
a11257283	1488	NA
a12089758	NA	1992
a12258660	1950	NA
a12784928	1900	NA
a11559548	1922	2003
a12087567	2000	NA
a12338679	1900	NA
a1262455x	1976	NA
a12336038	1974	NA
a12434760	NA	2025
a12504646	1935	NA
a12180841	NA	2022
a12336294	1950	NA
a12190408	1952	NA
a12185292	1950	NA
a12511183	1942	2016
a11448246	1527	NA
a11439944	300	NA
a12511146	1950	NA
a11440995	1850	1851
a12180865	1950	NA
a11440752	1143	NA
a12505948	NA	2026
a11447382	1821	NA
a11448234	NA	1674
a12428498	NA	2025
a12627860	1850	1851
a12336853	1947	NA
a12337705	1950	NA
a11440740	1700	NA
a11447138	1800	NA
a12335782	1971	NA
a12428000	1950	NA
a11446080	1700	NA
a12511249	2000	NA
a1263198x	1950	NA
a11441860	1700	NA
a12510166	1950	NA
a12189212	1950	NA
a12337730	1950	NA
a1218858x	1944	2020
a11442955	1700	NA
a12628992	1994	NA
a1262309x	1950	NA
a12423609	NA	1954
a11442943	1600	NA
a12431461	1950	NA
a12190676	NA	2022
a12335320	NA	2022
a12511468	1893	NA
a11449378	1700	NA
a1219041x	1950	NA
a12512321	1950	NA
a12621717	1996	NA
a11442979	1600	NA
a11484706	NA	1993
a12709797	1950	NA
a12714902	2000	NA
a12528766	NA	2024
a12718488	1950	1951
a11489145	NA	2012
a12717393	1950	NA
a12716066	NA	2025
a11852094	NA	2023
a11418898	400	NA
a12783614	2000	NA
a12513301	2000	NA
a1149251x	1800	NA
a12711858	2000	NA
a12782981	2000	NA
a12710222	NA	2025
a11968369	1982	NA
a12782968	2000	NA
a11842040	NA	2019
a1252153x	2000	NA
a1184226x	NA	2020
a12514093	1989	NA
a12710684	2000	NA
a11225051	NA	2020
a12553165	1950	NA
a12398858	1954	NA
a12362074	1950	NA
a1255330x	950	1024
a12544851	2000	NA
a12353358	1979	NA
a12047752	2000	NA
a1216303x	1950	NA
a12404445	1900	NA
a11224757	1943	NA
a12552070	1950	NA
a12116944	NA	2026
a12401183	NA	2023
a12038635	1950	NA
a12553116	1950	NA
a12158768	NA	2014
a12160842	NA	2023
a12108947	NA	2020
a12160817	1954	NA
a1235868x	1980	NA
a12163090	1963	NA
a12356281	1981	NA
a12405796	1969	NA
a1204183x	1950	NA
a1204815x	1950	NA
a12165037	1950	NA
a11994253	1954	NA
a11999925	1908	1988
a12334637	1950	NA
a11329671	1939	1960
a12339763	1968	NA
a11331033	NA	1564
a11997321	1950	NA
a1233683x	1954	NA
a11332104	NA	2006
a12583327	1960	NA
a12240217	1950	NA
a12569513	2015	NA
a11289971	NA	2019
a12569999	1950	NA
a12377995	1940	2012
a12238363	NA	1987
a12570746	1923	NA
a12384252	1900	NA
a12243449	788	820
a12014503	NA	2021
a12240886	1976	NA
a12385359	NA	2024
a12570321	1981	NA
a1202322x	1950	NA
a12240667	1950	NA
a12572986	1950	NA
a12241271	NA	2023
a1237880x	1950	NA
a12378823	1993	NA
a12245604	1950	2024
a12375767	1950	NA
a12377703	NA	1903
a12383156	NA	1943
a12014564	1950	NA
a12244740	1950	NA
a12246335	2000	NA
a12377958	1950	NA
a12568466	1999	NA
a12380775	1974	NA
a12569550	1937	2023
a12241052	1950	NA
a1257739x	1900	NA
a12461301	1970	NA
a11373726	1915	1986
a11570805	1578	NA
a11544296	1911	2003
a11888192	1950	NA
a12484489	1900	NA
a11360896	1111	NA
a12760833	1950	NA
a12458375	1950	NA
a11525587	1100	NA
a11374822	1892	1970
a11556092	1595	NA
a11536469	NA	2019
a12461775	1953	NA
a12459215	1950	NA
a11545355	NA	1994
a12689397	1950	NA
a12485342	1856	NA
a12465008	1900	NA
a1246546x	1950	NA
a11538454	1950	NA
a12691240	1954	NA
a11549282	1460	NA
a12761953	NA	2017
a1245459x	NA	1978
a11546268	1930	2013
a12482882	1979	NA
a11360859	NA	2021
a1207035x	NA	2022
a11546281	NA	2022
a12422654	1941	NA
a1137617x	1440	NA
a1154482x	NA	2025
a1152943x	1950	NA
a12757482	2000	NA
a12430067	1985	NA
a12756155	1948	NA
a1248264x	1900	NA
a11521727	1100	NA
a12690570	1950	NA
a12465264	1900	NA
a12480484	1900	NA
a12064208	1950	NA
a11528370	NA	2025
a12755291	2000	NA
a12430201	1961	NA
a12481348	1900	NA
a11358531	1495	1585
a12759867	2000	NA
a12459604	1975	NA
a12815482	1963	NA
a12660267	NA	2025
a12660024	1980	NA
a12664625	NA	2025
a12661363	1950	NA
a12811907	1950	NA
a12815032	1955	NA
a11371341	NA	2021
a12654838	1950	NA
a11207152	1330	NA
a12639886	1927	1991
a12662665	1900	NA
a12812614	1952	NA
a12813953	1979	NA
a12664613	1980	NA
a12640608	1950	NA
a11198886	1947	NA
a11366035	1369	NA
a11946714	NA	2024
a1266263x	1900	NA
a11370312	1898	1951
a11923453	1900	NA
a11207589	1254	NA
a12636587	1958	NA
a1281152x	2000	NA
a12635248	2001	NA
a11372709	1928	2017
a11923647	1905	2002
a11919565	1950	NA
a1274010x	1938	NA
a12738049	1950	NA
a12740354	1907	1994
a12734949	1968	NA
a12734937	1950	NA
a12733842	1950	NA
a12731468	1963	NA
a12732333	1981	NA
a11920725	NA	2023
a12736077	1990	NA
a12309357	1942	2001
a1230931x	NA	2001
a12740329	1960	NA
a12316234	1950	NA
a12315382	1953	NA
a12736065	1900	NA
a12738001	1950	NA
a12307750	1674	NA
a12741644	1950	NA
a12731845	1900	NA
a12741681	1950	NA
a12733817	1900	NA
a12307531	1932	2018
a11561610	NA	2014
a11578038	NA	2011
a11574914	NA	2012
a12791222	1950	NA
a12837258	1968	NA
a12792512	1970	NA
a11571469	NA	2024
a11571470	1630	1711
a12827629	1950	NA
a12835250	NA	2026
a12787152	1966	NA
a12833083	1773	NA
a11575827	NA	2025
a12829833	1500	NA
a12831517	1900	NA
a12778333	1950	NA
a12776154	1936	2005
a12781940	1946	NA
a12135434	1954	NA
a12138939	NA	2018
a12136517	1950	NA
a12088894	NA	2000
a12206970	1989	NA
a12135665	NA	2023
a12092915	200	NA
a12212398	1952	NA
a1214082x	1949	NA
a12139609	1950	NA
a12134156	1978	NA
a12094080	1950	NA
a12211047	1796	1875
a12145269	1980	NA
a12137650	1949	NA
a12088614	1950	NA
a12138976	1985	NA
a12089941	1805	NA
a12138332	1950	NA
a12094043	1950	NA
a12204973	1977	NA
a12284117	1981	NA
a12286540	NA	2024
a12232464	1953	NA
a11806345	NA	440
a12526411	1950	NA
a1223378x	2000	NA
a12527737	1968	NA
a12150071	1950	NA
a12280975	1972	NA
a12153588	1950	NA
a11781725	1937	NA
a11778799	2000	NA
a12228746	1977	NA
a12280987	2000	NA
a12620804	1950	NA
a11255493	1910	1989
a1222764x	1900	NA
a12523392	1950	NA
a12277587	1950	NA
a11787272	NA	2016
a12228758	1900	NA
a12156218	1900	NA
a12618500	2000	NA
a12527816	NA	2025
a12277757	NA	1931
a12150940	NA	1990
a12532174	1950	NA
a12619838	1950	NA
a1178832x	1950	NA
a11499369	1200	NA
a11440557	400	NA
a12110395	1958	2022
a11487380	NA	2005
a12619474	1994	NA
a12337511	NA	1937
a12250703	1950	NA
a12338849	1800	NA
a12334261	1800	NA
a12769228	1900	NA
a11489790	1876	1959
a11499102	1961	NA
a11492715	50	NA
a11440326	1750	1751
a12332094	2000	NA
a1261838x	1900	NA
a12501864	1950	NA
a12108923	NA	2023
a12764826	NA	2025
a12773669	1950	NA
a12614415	1950	NA
a12511675	NA	2023
a11443868	1700	NA
a12338084	1900	NA
a12612261	1950	NA
a1261595x	1900	NA
a12510312	1900	NA
a12331211	1974	NA
a12335812	1970	NA
a1225860x	1600	NA
a12333876	1963	2025
a11497385	1952	NA
a12767815	1950	NA
a11490743	NA	2014
a11439166	NA	1614
a12117493	1950	NA
a12613356	NA	1950
a12185097	1952	NA
a12190433	1943	NA
a12423828	NA	2023
a12554510	1950	NA
a12550152	NA	2025
a12187288	NA	2020
a12711780	1947	NA
a12555617	1950	NA
a12551016	1950	NA
a12181778	NA	2022
a12714860	1950	NA
a12545818	1989	NA
a12713533	1989	NA
a11848182	NA	2020
a12710258	1950	NA
a12714872	1950	NA
a12187069	NA	1954
a12553840	1966	NA
a12551661	1850	1851
a12429983	NA	2024
a12552525	1900	NA
a12427561	1950	NA
a12554947	1630	1696
a12183738	1915	NA
a11843548	1950	NA
a12188190	2000	NA
a12715931	1950	NA
a12188189	2000	NA
a12552537	1950	NA
a12190494	NA	1975
a11842222	NA	2018
a12190251	1968	NA
a1271396x	1950	NA
a12430717	1900	NA
a12720057	1950	NA
a12190287	1953	NA
a12714604	1989	NA
a12550371	1900	NA
a12552719	1967	NA
a12180245	NA	2021
a12356025	1950	NA
a12360521	1927	2018
a11226705	NA	2015
a12406818	1919	1972
a11180560	1300	NA
a12759685	1962	NA
a12758115	1950	NA
a12042663	NA	2025
a12762842	1935	NA
a11233898	NA	2020
a12039068	1950	NA
a1240486x	1981	NA
a11178498	NA	2019
a11555087	NA	1746
a12359518	2000	NA
a12400294	NA	2023
a11545227	NA	1999
a1235997x	1950	NA
a11546785	1700	NA
a11232110	1745	NA
a12033467	1950	NA
a11546335	1600	NA
a11176428	1609	NA
a12403568	1961	NA
a11550831	NA	1177
a12359749	1981	NA
a1204684x	NA	2011
a11538703	NA	2021
a12033017	1950	NA
a11185120	-200	NA
a12359737	NA	2022
a12034149	NA	2024
a12359725	NA	2022
a1235885x	NA	2019
a12400233	NA	1977
a12353188	2000	NA
a1275920x	1950	NA
a12762891	1950	NA
a12758140	1900	NA
a12358071	1978	NA
a12397544	NA	2019
a12759235	1950	NA
a11151262	NA	2023
a12383818	1950	NA
a12761461	1943	NA
a12380519	1950	NA
a12753828	2000	NA
a12157235	NA	2023
a12759375	1909	2003
a12753853	2000	NA
a12158537	NA	1972
a11889597	1901	1966
a1188955x	1666	NA
a12758061	1900	NA
a11892754	NA	2024
a12758097	1950	NA
a12161524	2000	NA
a1237815x	1950	NA
a12755837	2000	NA
a12161536	NA	2026
a12753658	1996	NA
a11404073	NA	2024
a12017814	2000	NA
a11531551	NA	2013
a12569938	1900	NA
a11335609	NA	2011
a11520899	1905	NA
a11332335	1662	NA
a12694708	NA	2024
a11537140	NA	2024
a12689130	1950	NA
a11331483	4400	NA
a12569926	1950	NA
a12420608	1950	NA
a11525058	NA	2016
a1201543x	1969	NA
a12073167	1981	NA
a12517513	2000	NA
a12330188	1950	NA
a12331004	1953	NA
a12514275	1963	NA
a12425898	1950	NA
a11332311	1960	1951
a12422393	NA	1917
a1268952x	1950	NA
a12688459	1992	NA
a12421066	1950	NA
a11332797	NA	-4764
a1242786x	1950	NA
a1232999x	1950	NA
a12569902	1966	NA
a12332586	NA	2025
a12071407	1950	NA
a11395941	NA	2025
a1269714x	1946	2020
a1257515x	NA	2025
a12422794	1960	NA
a12694757	1900	NA
a12521243	1968	NA
a11532841	NA	351
a12519133	1984	NA
a12690545	1950	NA
a1256994x	1950	NA
a12329630	1938	2017
a11523748	1500	NA
a11333960	1540	NA
a1242450x	1971	NA
a12324528	1943	NA
a12456111	1950	NA
a12812626	1967	NA
a12807047	1972	NA
a12815081	2000	NA
a12465057	1950	NA
a12459859	1900	NA
a11991124	1950	NA
a11925139	1973	NA
a12633264	1950	NA
a12637622	1950	NA
a12807497	1950	NA
a12637865	NA	1965
a12452105	1950	NA
a12636769	1979	NA
a12480629	1950	NA
a12482808	1972	NA
a12633252	1950	NA
a12638936	1950	NA
a12809299	2000	NA
a11995786	1971	NA
a11915559	2000	NA
a12450182	1950	NA
a12636988	1944	NA
a1248085x	1950	NA
a1263587x	1950	NA
a12636745	1977	NA
a12443852	NA	1141
a12735978	1950	NA
a11941236	NA	2004
a12554133	1950	NA
a12737938	1992	NA
a12737926	2001	NA
a12737707	1954	NA
a1273598x	1942	NA
a12733106	2000	NA
a12736855	1900	NA
a1262567x	1950	NA
a12625279	NA	2025
a12630895	1950	NA
a12628554	1950	NA
a1263086x	1950	NA
a12630408	NA	2013
a12631504	1958	NA
a12618779	1600	NA
a12139403	1950	NA
a12545831	1989	NA
a1265615x	1967	NA
a12659204	1984	NA
a1255344x	1946	NA
a12658595	1970	NA
a11916230	1620	1680
a1266392x	NA	2006
a12660644	NA	2007
a12663918	2000	NA
a12659423	1956	NA
a12658571	1950	NA
a12139439	1950	NA
a12655077	NA	2023
a11557813	1619	1672
a11575864	NA	2015
a11555609	NA	2023
a12138447	1950	NA
a11538272	1936	NA
a12828373	1929	NA
a11545422	NA	2023
a12834804	1960	NA
a12837088	NA	1961
a12139567	NA	2009
a11546700	1700	NA
a12545855	1900	NA
a12828798	1950	NA
a11576935	NA	2013
a12140363	NA	2022
a11575852	NA	2015
a11792802	NA	2020
a1282964x	1950	NA
a11536883	NA	2024
a11574215	NA	2017
a12837040	1950	NA
a11526245	1950	NA
a12136700	1983	NA
a12828580	1950	NA
a11795980	1942	2021
a12828105	1950	NA
a11255870	1500	NA
a12144770	NA	2023
a11573132	1962	NA
a11433620	1750	1751
a11428284	300	NA
a12619504	1950	NA
a12255336	1974	NA
a1143384x	1750	1751
a1221341x	NA	2026
a12203634	1950	NA
a11354148	1550	1618
a11428016	NA	2023
a12204729	1981	NA
a12250880	NA	1940
a11438290	1800	NA
a12316027	1950	NA
a12317354	1931	1960
a11439385	150	151
a12249415	1900	NA
a11432755	1800	NA
a11432998	1500	NA
a12778369	1950	NA
a12780819	NA	2025
a12620774	1680	1731
a12616084	2000	NA
a12207664	1950	NA
a12087609	1950	NA
a12617155	2000	NA
a11341270	27	NA
a11346814	1934	2018
a11433425	1800	NA
a12777298	1900	NA
a12378094	1969	NA
a11149000	NA	2025
a12108509	1957	NA
a12621444	2000	NA
a11431453	NA	2003
a12206556	NA	2023
a12115277	NA	2021
a12095436	NA	2022
a12250855	NA	1940
a12095679	1950	NA
a12207408	1900	NA
a1221307x	2000	NA
a12207640	2000	NA
a11342651	-200	NA
a11151766	NA	2021
a12612571	1900	NA
