rara_id	birth_date	death_date
a12213081	1985	NA
a12256146	1974	NA
a12111910	NA	2025
a12118308	NA	1997
a11339226	1896	NA
a12299315	1950	NA
a12255063	1963	NA
a12773967	1981	NA
a12523689	1950	NA
a12523483	1973	NA
a12233055	1950	NA
a11968540	NA	2022
a12234151	1900	NA
a12235003	NA	1238
a12525650	1977	NA
a12227870	1956	NA
a12235246	1535	1609
a12228953	1977	NA
a12531091	1950	NA
a11965459	NA	2024
a12525856	1950	NA
a12227262	1950	NA
a12523677	2000	NA
a12533002	NA	2024
a12526940	1950	NA
a11967663	NA	2025
a12227031	1950	NA
a12227274	1950	NA
a12275347	1952	NA
a12278610	1978	NA
a11499540	1938	2000
a1277182x	2000	NA
a12772926	1967	NA
a1227558x	1972	NA
a12766033	1950	NA
a1276517x	1950	NA
a12766082	2000	NA
a11495145	NA	2019
a12770371	2000	NA
a12277174	1958	NA
a12281670	NA	2016
a12280343	1969	NA
a12763743	1900	NA
a1228032x	1950	NA
a12773335	1945	NA
a12026256	1950	NA
a12615481	1950	NA
a12400245	1969	NA
a12509589	1850	1917
a1242710x	1950	NA
a1243050x	2000	NA
a12401341	2000	NA
a1203096x	1950	NA
a12159669	NA	2023
a12160891	1900	NA
a12716856	1952	NA
a12428693	1961	NA
a12157259	NA	2020
a12717939	1900	NA
a12547153	1973	NA
a11825133	1975	NA
a12402849	1900	NA
a12507350	1900	NA
a1271110x	1950	NA
a12510993	1950	NA
a12715967	1950	NA
a12424080	1950	NA
a12331016	NA	2023
a12398044	1900	NA
a12508445	1950	NA
a12335617	1976	NA
a12031483	1950	NA
a11231427	-200	-120
a12714896	1950	NA
a12607423	1985	NA
a11226080	NA	2020
a1123491x	NA	2012
a12608750	1948	NA
a1233148x	1950	NA
a12551892	1890	NA
a12333220	NA	2022
a12717976	1984	NA
a12401778	1950	NA
a12425308	1950	NA
a1255408x	1969	NA
a12603077	1950	NA
a12607435	1950	NA
a12161548	2000	NA
a12590344	1971	NA
a12550504	1954	NA
a12510981	1950	NA
a12719924	1900	NA
a12603089	1950	NA
a11824499	1600	NA
a12716406	1943	NA
a12510749	1901	NA
a12402801	1950	NA
a12520366	2000	NA
a12363406	1950	NA
a12519558	1972	NA
a12520536	1900	NA
a12352998	1984	NA
a12361458	1950	NA
a12017309	1950	NA
a12519662	NA	1971
a12020710	NA	2024
a12352500	1950	NA
a11886456	900	NA
a11391789	NA	2021
a12518517	1900	NA
a1140825x	1400	NA
a12021854	1900	NA
a11408273	1811	NA
a12361434	2000	NA
a12362529	1950	NA
a11897363	NA	2019
a12352962	1900	NA
a11886237	1259	NA
a12361422	1971	NA
a12514573	1950	NA
a12511134	NA	2024
a12516727	1981	NA
a12359105	2000	NA
a12753415	1946	NA
a12761023	1950	NA
a12568624	1619	NA
a12577327	1947	NA
a12762374	1950	NA
a12568612	1623	NA
a12576748	1390	NA
a12380374	1685	1750
a12763226	1950	NA
a12231186	1900	NA
a12761060	2000	NA
a12569951	1950	NA
a12572378	1949	NA
a12225678	1971	NA
a12381688	1984	NA
a12380118	1950	NA
a12572123	NA	1901
a11287251	1386	NA
a1222540x	NA	2024
a11280840	NA	799
a11286143	1966	NA
a12230674	1984	NA
a12382541	1969	NA
a12379141	1939	NA
a12763238	1984	NA
a12757834	1957	NA
a12228540	NA	2022
a12568922	1947	NA
a12698210	1950	NA
a12643257	1950	NA
a1241735x	NA	2024
a12636964	1850	1851
a12190299	1985	NA
a12815743	1950	NA
a11374494	1966	2019
a11991549	NA	2017
a11995907	2000	NA
a12185978	NA	2025
a12807072	1950	NA
a11376211	100	NA
a12814830	1900	NA
a12642368	1967	NA
a12636927	1850	1851
a11939321	1950	NA
a12697795	1950	NA
a12687753	2000	NA
a12489220	1956	NA
a11522896	NA	2020
a1232873x	1944	NA
a11537917	1214	1294
a12480885	2000	NA
a11326918	330	NA
a12328303	1950	NA
a12321023	NA	1997
a12321060	1950	NA
a11922060	1630	NA
a1248040x	1950	NA
a11533572	1939	NA
a11925309	1946	NA
a12480666	2000	NA
a11524613	NA	2015
a11327807	NA	2016
a12489487	1900	NA
a1248619x	1935	NA
a11914671	1883	1978
a12488173	NA	1222
a1133857x	-400	NA
a12327244	1950	NA
a12488185	2000	NA
a12481300	NA	2024
a11338349	NA	2019
a11331951	1700	NA
a11521776	NA	2020
a12323913	NA	2004
a11172344	NA	2023
a11536238	NA	2022
a11529428	1959	NA
a11535738	1950	NA
a11523979	NA	1740
a11531599	1910	1997
a12365014	NA	2025
a12737975	2000	NA
a12367667	1900	NA
a1273794x	2003	NA
a11343199	1817	1875
a12735565	1989	NA
a12739959	NA	1866
a11355414	1285	1349
a12656380	1947	NA
a11571184	1955	NA
a12659411	1900	NA
a11569098	1950	NA
a12834890	1981	NA
a12833563	1956	NA
a12833575	1990	NA
a11577745	NA	2023
a1157687x	NA	2016
a12655235	1950	NA
a12658510	1966	NA
a1157009x	1530	NA
a12659605	NA	2024
a12783274	NA	2022
a12444716	1950	NA
a12297124	NA	2020
a12779027	NA	2021
a12619875	1950	NA
a11909420	NA	2023
a12620865	NA	2024
a12302363	1900	NA
a12140235	1900	NA
a12783493	1900	NA
a12780285	2000	NA
a12443451	1950	NA
a12139002	2000	NA
a12611918	1950	NA
a12621729	1950	NA
a11909419	1927	NA
a11781762	1293	NA
a1119912x	1390	NA
a12776981	1900	NA
a12297185	1950	NA
a12618561	1950	NA
a12621730	1950	NA
a11903247	NA	2019
a12306502	1948	NA
a12783468	1502	1584
a11905670	1979	NA
a12782671	1569	1620
a11200054	1803	NA
a12617258	1950	NA
a12611943	2000	NA
a1278137x	NA	2017
a11200066	NA	1629
a1225082x	1950	NA
a1227592x	1900	NA
a12138903	1989	NA
a12044039	NA	2020
a1220237x	1950	NA
a12272681	1989	NA
a12048860	1534	NA
a12206751	1969	NA
a12258350	1950	NA
a11253472	NA	1709
a12249270	1950	NA
a12255944	1900	NA
a12212970	NA	2007
a11255420	NA	2017
a11253277	1500	NA
a12039706	2000	NA
a12049748	1950	NA
a12202939	NA	1943
a12255968	NA	2025
a1225485x	1900	NA
a12134132	1950	NA
a12210778	1950	NA
a12143753	1900	NA
a11264317	NA	2016
a1227396x	1690	1768
a12621079	1967	NA
a11436967	1679	NA
a11433462	1460	NA
a12119891	2000	NA
a11435884	1700	NA
a12504166	1950	NA
a11437820	1710	NA
a11434314	1700	NA
a11436736	1800	NA
a12773153	1950	NA
a11436980	1450	1451
a12279778	1914	1967
a12506114	NA	1929
a11435859	1700	NA
a11426901	1950	NA
a11486405	NA	2019
a12509826	NA	2025
a11433449	1600	NA
a12281621	1950	NA
a12279791	1955	NA
a1260303x	1950	NA
a11437807	1575	NA
a12756313	1950	NA
a1253013x	NA	2022
a12531492	NA	2023
a12607204	1900	NA
a12809081	1950	NA
a12272929	1966	NA
a12279560	1900	NA
a1227978x	NA	1990
a12757445	1950	NA
a12755692	1973	NA
a12506795	1900	NA
a11482023	NA	2007
a11435203	NA	1871
a12510804	1950	NA
a12762829	1950	NA
a12812286	1995	NA
a11435690	NA	550
a12505225	1950	NA
a11436785	1800	NA
a12588659	NA	1977
a11484676	NA	1999
a12760894	1950	NA
a12274859	NA	2024
a12605098	NA	2025
a12590393	1950	NA
a12339581	1958	NA
a11966993	1900	NA
a12338023	1950	NA
a12230650	1950	NA
a12339349	1955	NA
a12504798	2000	NA
a12608567	1976	NA
a11964583	1981	NA
a12605050	1950	NA
a12338035	2023	NA
a11974382	1966	NA
a12330784	1950	NA
a12712383	1900	NA
a12331636	1994	NA
a12231964	1900	1963
a12227225	1950	NA
a12333827	NA	2024
a11975891	NA	1813
a11972142	1950	NA
a12605086	2000	NA
a12227213	2000	NA
a12228783	1972	NA
a1222960x	NA	2025
a12331661	1991	NA
a12229623	1975	NA
a12164823	NA	2021
a1250709x	1979	NA
a12712024	1900	NA
a12512448	1900	NA
a12019768	1785	1839
a12020515	1958	NA
a12401961	1973	NA
a12575203	1952	NA
a12165967	NA	2021
a12576529	1490	NA
a1240701x	NA	2022
a12576761	1430	1479
a12550760	1988	NA
a12019343	1978	NA
a12509681	NA	2019
a12402825	1983	NA
a12428620	1930	2016
a12576517	1551	NA
a1216592x	1900	NA
a12402837	1950	NA
a1254677x	1950	NA
a1215815x	2000	NA
a12717423	1973	NA
a12426672	2000	NA
a12508780	1950	NA
a11226213	1500	NA
a12546574	2023	NA
a12162681	NA	2025
a12573875	2000	NA
a12017383	2000	NA
a12162449	1988	NA
a12159037	1980	NA
a12029282	NA	2019
a12020795	NA	2021
a12030016	1984	NA
a12573620	1950	NA
a12406193	1925	2012
a12427743	1950	NA
a12507532	1965	NA
a12014928	NA	2025
a12716558	1985	NA
a12024508	1762	NA
a12505584	1950	NA
a12431382	2000	NA
a12569367	NA	1686
a12020369	NA	1704
a12571672	1953	NA
a1271785x	1944	2024
a12506631	1969	NA
a12717216	1973	NA
a1238253x	NA	2020
a12380349	1984	NA
a12412491	1950	NA
a12757822	1950	NA
a11534588	NA	1966
a1238141x	1976	NA
a12412855	1969	NA
a12412880	1950	NA
a11526579	NA	2016
a11372011	NA	2013
a12418171	1650	1725
a12377144	1950	NA
a12363017	NA	2023
a1137682x	NA	2016
a12353450	1950	NA
a12376073	1908	1993
a11371171	-400	-316
a12377156	1965	NA
a12363005	1950	NA
a12385426	1950	NA
a12381068	1983	NA
a12376954	1971	NA
a12410469	2000	NA
a12758851	1950	NA
a12755345	1900	NA
a12383016	1964	NA
a12756660	1982	NA
a12363224	NA	1863
a12520652	1950	NA
a12384318	1961	NA
a12420219	1983	NA
a12328340	2000	NA
a11326992	NA	2008
a12328601	2000	NA
a12695154	1957	NA
a11947366	1950	NA
a11337230	NA	2017
a12328613	1977	NA
a12686633	1981	NA
a12682275	2000	NA
a1135849x	1598	NA
a12676834	1950	NA
a12686864	1989	NA
a12322490	1987	NA
a11338787	1567	NA
a1232792x	1850	1851
a11326591	NA	2010
a11328629	NA	-3553
a12335745	1965	2017
a12324747	2000	NA
a12685501	NA	2016
a12522612	1950	NA
a11530261	NA	2025
a12234941	1944	NA
a1152926x	NA	2011
a11529283	NA	2021
a11995932	1600	NA
a11535714	NA	2015
a11291722	NA	2013
a11535957	NA	2020
a12185528	1950	NA
a11525915	NA	2020
a11990235	1950	NA
a12234564	NA	1942
a11537632	1926	2016
a11534369	NA	2017
a12232117	NA	1947
a1223400x	1965	NA
a11989622	1950	NA
a12000425	1964	NA
a12801379	1974	NA
a12810010	1950	NA
a12641431	1911	1977
a12800284	1950	NA
a12475208	1900	NA
a12814611	1950	NA
a12812432	1984	NA
a12797261	1974	NA
a12634906	1950	NA
a12474587	1988	NA
a12640578	1950	NA
a12802268	1950	NA
a12476766	1904	2003
a12472165	1989	NA
a12637178	1950	NA
a12802025	1950	NA
a12632958	2000	NA
a12638250	NA	390
a12802001	1950	NA
a12799658	1950	NA
a12476791	1950	NA
a12472190	1900	NA
a12796153	1950	NA
a12803376	1914	1991
a12798356	1950	NA
a12798320	NA	2020
a12466529	1950	NA
a12474393	1900	NA
a11568823	NA	2019
a11577514	1600	NA
a12090153	NA	2020
a11567776	NA	2023
a12055013	NA	2021
a12058762	NA	2023
a11575396	NA	2016
a11575153	NA	2013
a11576479	NA	2024
a11565354	NA	2014
a12060859	1980	NA
a11576005	NA	2020
a11569931	NA	1597
a11575372	NA	2021
a12056121	1950	NA
a12519753	2000	NA
a11576698	NA	1999
a12056133	1942	NA
a11577319	1698	NA
a12058555	1916	2001
a11575190	NA	2013
a1156779x	NA	2024
a12082831	1950	NA
a11567326	NA	2021
a12077008	1955	NA
a12664169	1968	NA
a12515395	1950	NA
a1244957x	1938	NA
a12658728	1900	NA
a12451666	1952	NA
a12452725	-500	NA
a12446051	1900	NA
a12656525	1965	NA
a12451216	1982	NA
a12656781	1991	NA
a12656744	1950	NA
a12654565	1950	NA
a12654577	1950	NA
a12448278	1976	NA
a12655880	1910	1976
a12739947	NA	2020
a12619681	1924	2013
a12208449	NA	1677
a12833757	2000	NA
a12209788	NA	2023
a12777614	1979	NA
a12775678	1690	NA
a12736235	1900	NA
a12734056	1950	NA
a12735383	1950	NA
a12612819	1986	NA
a12830021	1500	NA
a12735371	1955	NA
a12827939	1958	2023
a12781319	1980	NA
a12210730	NA	2021
a12740986	1969	NA
a1220996x	1570	NA
a11782353	NA	1794
a12206003	1950	NA
a12836667	2010	NA
a12834488	1996	NA
a12618159	2000	NA
a12737331	1985	NA
a12781782	1950	NA
a12737562	1950	NA
a12739509	1900	NA
a12206477	1505	NA
a12736399	1960	NA
a1220402x	1937	NA
a12735061	NA	2024
a1278042x	1900	NA
a12202782	1965	NA
a12737239	1900	NA
a12736387	1950	NA
a12834427	1673	NA
a12740640	1907	1994
a12778989	1900	NA
a12213652	1932	NA
a12739650	1987	NA
a12621584	1964	NA
a12836849	1950	NA
a12039718	1950	NA
a12049517	1956	NA
a1190382x	NA	2018
a12299339	1950	NA
a11205957	100	145
a12302399	1950	NA
a12301899	1950	NA
a11203390	1722	NA
a12303835	1950	NA
a11200042	1340	NA
a12294949	1950	NA
a12304943	2018	NA
a12302764	NA	2005
a12299376	1900	NA
a12301425	NA	2023
a11201587	NA	2021
a12294998	286	336
a12041865	1950	NA
a11492284	NA	2020
a11528059	NA	1997
a12135926	2000	NA
a12143534	NA	2021
a11494219	NA	1909
a11495789	1941	NA
a11495790	NA	2013
a11483568	1943	NA
a12259020	1900	NA
a11494207	NA	1909
a11502630	1945	2018
a11517992	NA	2021
a12231691	1950	NA
a11510067	1948	NA
a12824240	1944	NA
a12248393	NA	1986
a11516410	NA	1999
a12757846	1962	NA
a12141161	NA	2025
a12824148	1680	NA
a11492004	1943	NA
a12249245	1950	NA
a12757986	1900	NA
a1276209x	1950	NA
a12144423	1950	NA
a1225454x	1950	NA
a11501911	536	NA
a12757524	1950	NA
a12232531	NA	2022
a12227195	1966	NA
a1225566x	1640	NA
a12507611	1950	NA
a12282455	1966	NA
a11335877	-350	-349
a1250564x	1955	NA
a1253142x	1950	NA
a12430055	2021	NA
a12276625	NA	2017
a1214048x	1950	NA
a11325094	1645	NA
a11263234	600	NA
a1252802x	1950	NA
a12142025	1979	NA
a12505687	1950	NA
a11253678	1240	NA
a12134831	1942	NA
a12610690	1950	NA
a12431114	1950	NA
a12532605	1939	NA
a12136554	2000	NA
a12275785	NA	2022
a12609407	1950	NA
a12165566	NA	2022
a11971083	1953	2023
a12607290	2000	NA
a12589330	1900	NA
a11324995	150	151
a12134247	1950	NA
a12163399	1969	NA
a12324577	1961	NA
a12273387	NA	1999
a12162279	NA	2021
a1258843x	NA	1966
a12114418	2000	NA
a12503460	1900	NA
a12134272	1950	NA
a12116841	NA	2025
a12602632	1950	NA
a12423531	1976	NA
a12166455	1900	NA
a12423774	1888	1962
a1215796x	NA	2005
a12323640	1950	NA
a12274653	1950	NA
a12139919	1950	NA
a12547608	1950	NA
a12405486	1954	NA
a11836647	NA	2019
a11433000	1700	NA
a12610215	NA	2019
a12547621	1953	NA
a1255327x	1950	NA
a12548765	1950	NA
a11437844	1800	NA
a1254565x	NA	2003
a11432160	100	150
a12602656	2000	NA
a12406594	1900	NA
a12546793	2000	NA
a11825571	1900	NA
a12408785	1950	NA
a12547876	NA	2025
a11435483	1700	NA
a12548728	1900	NA
a1255540x	1950	NA
a12399814	1950	NA
a12603363	1950	NA
a12610288	1900	NA
a12608804	NA	2025
a1254694x	NA	1980
a12408724	1950	NA
a12547815	1956	NA
a12608889	1950	NA
a12553268	1950	NA
a11821164	NA	2025
a12403039	1950	NA
a11991926	NA	1996
a11237545	1950	NA
a1257031x	1950	NA
a12576700	1400	NA
a11989683	NA	2018
a12572342	NA	2024
a12021441	1950	NA
a1200022x	1950	NA
a11226407	1545	NA
a12575847	1950	NA
a12569173	1950	NA
a1202594x	NA	2023
a12575835	1603	NA
a11908117	NA	1999
a1257496x	1950	NA
a12021350	1994	NA
a12570370	1982	NA
a11909432	NA	2023
a11989889	1950	NA
a11996328	NA	2022
a1257725x	1900	NA
a12334935	1950	NA
a1250662x	1937	NA
a12416538	1989	NA
a11537826	NA	2022
a11316421	NA	2023
a12334947	2000	NA
a12717228	1900	NA
a11333182	1620	NA
a12509401	1900	NA
a12719882	2000	NA
a12328480	2000	NA
a12328716	NA	2024
a12505705	2000	NA
a1250791x	1900	NA
a12324735	1950	NA
a12322957	2000	NA
a12714161	1970	2010
a11526701	1940	1974
a12762908	1950	NA
a12505821	1950	NA
a11335580	NA	2005
a11531071	1946	NA
a12509577	1982	NA
a11335579	NA	2019
a12313257	NA	2024
a11534102	NA	2017
a12510774	1950	NA
a12307622	1950	NA
a12717010	1998	NA
a11526713	NA	2018
a12509796	NA	2025
a12759764	1959	NA
a12420190	1922	1959
a11361645	1600	NA
a12761825	1950	NA
a12416514	1900	NA
a1271060x	1950	NA
a1241380x	1969	2023
a11397524	NA	1939
a12717472	1966	NA
a12412776	2000	NA
a1152764x	NA	2024
a12383235	1900	NA
a1267817x	1950	NA
a12683541	1991	NA
a12384562	NA	2024
a12382140	1953	NA
a12385876	NA	2010
a12685902	1989	NA
a12185103	1900	NA
a12354739	1950	1951
a12188852	1789	NA
a1268370x	1950	NA
a12352548	1970	NA
a12378082	1950	NA
a12187550	1820	NA
a12682652	1965	NA
a12683978	1954	NA
a1268286x	NA	1878
a12354375	NA	2025
a1235871x	1997	NA
a12188669	1900	NA
a12353279	1950	NA
a12385487	1990	NA
a12187562	1983	NA
a12188657	NA	2026
a12805129	1900	NA
a11947792	NA	2023
a12682469	1936	NA
a12681131	2000	NA
a12683589	1950	NA
a12681167	1850	1851
a12685999	1977	NA
a1279546x	2000	NA
a12804241	1957	NA
a12683577	1977	NA
a1279787x	1950	NA
a12678181	1950	NA
a12804472	1815	NA
a12797649	1950	NA
a12677085	1900	NA
a12797893	1960	NA
a12804022	1900	NA
a12640761	1950	NA
a11576054	NA	2022
a12050854	1938	2024
a12229544	1950	NA
a12638699	1950	NA
a12642939	1870	1930
a12050623	1950	NA
a12634086	NA	1948
a12471240	NA	2025
a1263623x	1950	NA
a12056182	1957	NA
a12474757	1900	NA
a11576029	NA	2014
a12228679	1964	NA
a11577599	NA	2018
a12470399	1850	1950
a12468071	2000	NA
a12638420	1854	NA
a12230728	1900	NA
a12476924	1950	NA
a12636241	1900	NA
a12218169	1966	NA
a12469191	1959	NA
a12222896	NA	2022
a12472591	1950	NA
a12053910	NA	2019
a12221545	1952	NA
a12216185	1950	NA
a12474526	1950	NA
a12468095	2000	NA
a1247017x	1950	NA
a12637555	1950	NA
a12042705	NA	2021
a1265694x	1950	NA
a12447559	1900	NA
a1277764x	2000	NA
a12445381	1952	NA
a12783936	1950	NA
a12444029	1946	NA
a12780650	1950	NA
a12443189	1950	NA
a12444285	1988	NA
a12661260	1950	NA
a12781836	1800	NA
a12449556	1892	1967
a12738116	1950	NA
a11518303	-64	-4
a12741516	1956	NA
a12731936	1950	NA
a12612649	1650	1715
a1150769x	1500	NA
a12613745	1991	NA
a12081711	1950	NA
a11167683	NA	2023
a12614622	1950	NA
a11517888	NA	2017
a12733933	1984	NA
a12611359	1971	NA
a1273195x	1950	NA
a12294986	1971	NA
a12258714	1980	NA
a12134442	NA	1875
a12145324	NA	1854
a12258945	1626	NA
a12142062	2000	NA
a12212301	1960	NA
a12145312	NA	1854
a12318620	1970	NA
a12304372	1970	NA
a12297781	1980	NA
a12308687	1950	NA
a1230458x	1973	NA
a12136839	1972	NA
a1230301x	1948	NA
a12557936	1950	NA
a12300615	1900	NA
a12210572	1970	NA
a12137510	NA	2024
a11331653	-305	-240
a12310918	NA	2024
a12258908	1956	NA
a11323760	1486	1542
a1230086x	1900	NA
a12255634	1950	NA
a12314705	1890	NA
a12212507	1950	NA
a11149073	NA	2013
a12607344	1950	NA
a12608658	1950	NA
a12833101	1950	NA
a12588714	2000	NA
a1211005x	1950	NA
a12502108	1950	NA
a12834439	1705	NA
a11483507	NA	2005
a12608695	1950	NA
a12590265	NA	1934
a12608439	NA	2025
a12512357	NA	2012
a12114686	NA	2024
a12830082	1462	NA
a11437224	NA	2023
a12608257	1900	NA
a12606054	1950	NA
a12834452	1724	NA
a12608208	1962	NA
a12830094	1950	NA
a12505833	1950	NA
a11428466	NA	-85
a12506928	1967	NA
a11437236	1911	1987
a1260821x	1962	NA
a12603508	NA	1795
a12511043	1950	NA
a12761333	1950	NA
a12110024	1950	NA
a11439622	1700	NA
a12497459	1980	NA
a11438538	1721	NA
a12603533	NA	2024
a11436116	1600	NA
a11428983	1950	NA
a11492429	1905	1994
a12110036	1950	NA
a12603624	NA	2025
a12498312	1950	NA
a11434181	1700	NA
a12602796	1950	NA
a12602747	1540	1609
a11437698	1800	NA
a1143658x	1500	NA
a12499407	2000	NA
a12603302	1978	NA
a12605621	1978	NA
a12489840	1971	NA
a11499291	1971	NA
a12604872	1650	1650
a11432809	1590	NA
a12605608	NA	1917
a11428557	-650	-649
a1148391x	NA	2016
a12817983	2000	NA
a11439440	1700	NA
a1260351x	1900	NA
a12103378	NA	2010
a11490469	475	580
a12602358	1900	NA
a11439208	1850	1851
a12755308	2000	NA
a12817533	1601	NA
a12754675	NA	2025
a11838607	NA	2016
a12529643	NA	2024
a12528304	1971	NA
a12524189	1900	NA
a1252525x	1992	NA
a12527208	1950	NA
a11971460	1950	NA
a1197011x	1950	NA
a11972312	1979	NA
a12527233	1950	NA
a12524153	1900	NA
a12524396	NA	2023
a1125385x	NA	2021
a12507647	1900	NA
a12275517	1965	NA
a11407608	1000	1050
a12505213	1950	NA
a12505699	1958	NA
a12507878	2000	NA
a12555460	1900	NA
a12023140	1950	NA
a12275529	2000	NA
a12276844	1900	NA
a12428383	19	NA
a1213319x	1950	NA
a11232080	-262	-190
a11994368	1992	NA
a11225543	NA	2013
a11264949	1888	NA
a1227138x	NA	1998
a12553219	1950	NA
a11873607	1620	NA
a12226968	1950	NA
a12132962	NA	2025
a12015581	2000	NA
a11999810	NA	2025
a12281700	300	400
a11906364	NA	2013
a1139335x	50	NA
a12420864	NA	2026
a12489864	2000	NA
a12123419	1950	NA
a12233006	1967	NA
a12020898	NA	2001
a12126937	1950	NA
a12547098	1950	NA
a12126044	1950	NA
a12225861	1950	NA
a1227768x	1960	NA
a11394249	NA	2022
a12552434	1996	2005
a12233493	NA	2023
a12025902	1959	NA
a11407414	1924	2001
a12021337	1950	NA
a12232129	2000	NA
a12499225	1950	NA
a11252923	1500	NA
a12423713	NA	1932
a12125805	1950	NA
a12550024	NA	2024
a12133206	1950	NA
a12422861	1950	NA
a12275451	1483	NA
a12554625	1950	NA
a12557390	1900	NA
a12020084	1950	NA
a12711937	1950	NA
a12818616	1950	NA
a12016822	NA	2017
a12328911	NA	2007
a12014400	NA	2018
a12325661	2000	NA
a12825323	1871	NA
a12712851	1942	NA
a12709670	1978	NA
a12713934	NA	2024
a12166686	NA	2023
a12758462	1960	NA
a12718361	1950	NA
a12015714	NA	2025
a12710878	1950	NA
a12817971	2000	NA
a12322398	1950	NA
a12762970	1950	NA
a12157302	1900	NA
a1281684x	2000	NA
a12718130	1945	NA
a12328947	1966	NA
a12323494	1952	NA
a12817715	2000	NA
a12017905	1989	NA
a12712826	1953	NA
a12709657	1978	NA
a12321771	1950	NA
a12760316	1900	NA
a12167599	NA	1883
a12761412	1977	NA
a12702729	1950	NA
a12700307	1900	NA
a12329009	1950	NA
a1276078x	1950	NA
a12700551	2000	NA
a12322611	1960	NA
a12167563	1950	NA
a12158616	1950	NA
a12819761	1900	NA
a12761424	1991	NA
a12312824	1962	NA
a12311443	1950	NA
a12356530	NA	2018
a1241959x	NA	2025
a12327438	1970	NA
a12327694	1950	NA
a12327451	NA	2023
a12320821	1983	NA
a12327207	1900	NA
a12357601	1950	NA
a1131512x	1921	1993
a12309667	1985	NA
a11361840	NA	2003
a12709335	1846	1924
a12405103	1950	NA
a1136869x	NA	2014
a11329312	NA	1646
a12356517	1855	NA
a12363273	1950	NA
a11369334	NA	1992
a12699962	1950	NA
a12316593	1641	NA
a12704702	1978	NA
a12323676	1984	NA
a12708070	NA	2025
a1270250x	2000	NA
a12399917	1950	NA
a12356505	1950	NA
a11372989	NA	1950
a11330077	69	1229
a12363029	1960	NA
a12358927	1957	NA
a11367167	NA	1950
a12354557	NA	2018
a11359511	NA	2013
a1270491x	1950	NA
a11368457	-458	-379
a12400038	1950	NA
a12708069	1966	NA
a12324759	1960	NA
a12353462	1950	NA
a11371870	NA	1944
a12340832	NA	2023
a12405747	2000	NA
a12351714	1476	1520
a11328484	NA	2007
a12347231	1959	NA
a12702511	1900	NA
a12308547	1901	NA
a12313348	1950	NA
a12341939	NA	2025
a11360501	NA	1783
a12315102	1900	NA
a12322131	1950	NA
a12321266	1964	NA
a12399516	1984	NA
a12700319	1950	NA
a12348570	1950	NA
a11291916	1975	NA
a12375445	NA	2023
a12406314	NA	2021
a12050672	NA	2025
a1268062x	1950	NA
a12676184	1950	NA
a12682615	1985	NA
a11529878	NA	2009
a12577030	1950	NA
a12377879	1992	NA
a12188207	1700	NA
a12399826	1980	NA
a12186028	2000	NA
a12403295	1978	NA
a12676172	1950	NA
a12050684	1976	NA
a12384136	1976	NA
a11528539	NA	2017
a1257529x	1950	NA
a12683930	1976	NA
a12577261	1972	NA
a1237782x	1950	NA
a11526130	1965	NA
a12220255	1963	NA
a12186016	1988	NA
a11535088	NA	2001
a12567693	1950	NA
a12401043	1970	NA
a12576165	1900	NA
a11282101	1754	NA
a12685069	2000	NA
a12376760	NA	2025
a11535015	1926	2006
a12571945	1950	NA
a12676597	1957	NA
a12384112	NA	2023
a12681933	1800	NA
a12221715	1950	NA
a12569458	1950	NA
a12216124	1967	NA
a12188219	1800	NA
a12679859	1950	NA
a12403246	1590	NA
a12214152	1971	NA
a1222439x	1950	NA
a12376504	1800	NA
a12188001	1546	NA
a12062108	1957	NA
a12569446	1950	NA
a11286751	NA	2025
a12188487	1989	NA
a12220814	1950	NA
a12377831	1942	NA
a11526336	NA	2023
a12405425	1950	NA
a12678557	1666	NA
a12214127	1948	NA
a12402163	1950	NA
a1153610x	1959	NA
a12403015	1988	NA
a12408943	1900	NA
a12381743	1900	NA
a11535039	1928	2016
a12687017	1950	NA
a12189571	1950	NA
a12381512	1968	NA
a1205916x	1950	NA
a11529337	NA	2016
a1267767x	1941	2024
a1282592x	1604	NA
a12473698	1947	2024
a11516574	NA	2019
a12475634	NA	2025
a11516562	1935	2009
a12799804	2000	NA
a1247258x	2000	NA
a11507317	1190	1275
a12785283	NA	2025
a11518650	NA	1992
a12797972	1950	NA
a12806067	2000	NA
a11939096	1950	NA
a11513603	1420	NA
a12472141	1972	NA
a1151937x	NA	2004
a12472979	1974	NA
a12468241	1203	1272
a12798800	1950	NA
a12786536	1950	NA
a12473480	1983	NA
a12795781	1820	1880
a12795525	1900	NA
a11496599	NA	2024
a12468472	2000	NA
a12470545	1900	NA
a12802943	1965	NA
a1246868x	1967	NA
a12469592	1938	NA
a11928190	NA	2020
a11487616	1950	NA
a11485437	NA	2021
a12473844	1950	NA
a12469105	1954	NA
a12451836	NA	2012
a12449520	NA	2025
a12450509	1950	NA
a1132336x	1579	NA
a12637531	1950	NA
a12450510	1941	NA
a12450996	1998	NA
a11306750	1938	2014
a12451605	NA	2024
a11568380	1950	NA
a12638614	1984	NA
a12448679	1983	NA
a12295620	1950	NA
a11578166	NA	2013
a12446622	1993	NA
a12296168	2000	NA
a12444686	1950	NA
a12444200	1900	NA
a11569207	NA	1984
a12447729	1979	NA
a11570209	NA	2017
a12445794	1963	NA
a12447730	1995	NA
a11559482	1594	NA
a11306129	NA	1961
a12454229	1929	2013
a1157592x	NA	2013
a11574859	NA	2025
a11574616	NA	2020
a11297554	NA	1945
a11559470	1598	1657
