publication_place_control	place_for_edits	N	diff	Source	lat	lon	est_loc	newdiff	country	country_revgeo
gw	Barby	4	26.913391301	arcgis	51.966470999	11.880764			Germany	Germany
gw	Barby	4	26.913391301	geodump	51.96711	11.88261			Germany	Germany
gw	Barmen	2	119.1014013	google	51.2648743	7.182741			Germany	Germany
gw	Berolini	2	13.4674421	google	52.5200066	13.404954			Germany	Germany
gw	Bingen	1	3.229153001	arcgis	48.110737999	9.272341			Germany	Germany
gw	Bingen	1	3.229153001	geodump	49.96675	7.8992			Germany	Germany
gw	Bingen	1	3.229153001	google	49.9667396	7.904596			Germany	Germany
gw	Brandenburg	1	1.445138778	arcgis	52.39759046	13.957703638			Germany	Germany
gw	Brandenburg	1	1.445138778	geodump	52.41667	12.55			Germany	Germany
gw	Brandenburg	1	1.445138778	google	52.4125287	12.5316444			Germany	Germany
gw	Cassel	4	141.44538	geodump	51.31667	9.5			Germany	Germany
gw	Cölln	1	8.118280202	arcgis	49.690649866	7.804659732			Germany	Germany
gw	Cölln	1	8.118280202	google	51.2253343	14.3882555			Germany	Germany
gw	Deutschland [i. e. Hamburg]	1	0.243983778405996	arcgis	53.664492709874	10.115489568532			Germany	Germany
gw	Deutschland [i. e. Hamburg]	1	0.243983778405996	google	53.5488282	9.9871703			Germany	Germany
gw	Döhren	3	1.5414635	arcgis	53.305305999	9.701820001			Germany	Germany
gw	Döhren	3	1.5414635	google	52.4320027	9.0336598			Germany	Germany
gw	Ebenhausen	1	3.46725971599999	arcgis	50.127061474	10.134068758			Germany	Germany
gw	Ebenhausen	1	3.46725971599999	google	47.9793587	11.4536257			Germany	Germany
gw	Eslingena	1	41.0976779	google	48.742178	9.3144229			Germany	Germany
gw	Franckfurth	1	93.8577988	google	50.1109221	8.6821267			Germany	Germany
gw	Geislingen	125	1.354369201	arcgis	48.287955999	8.811353			Germany	Germany
gw	Geislingen	125	1.354369201	geodump	48.62423	9.82736			Germany	Germany
gw	Geislingen	125	1.354369201	geonames	48.62423	9.82736			Germany	Germany
gw	Geislingen	125	1.354369201	google	48.6215162	9.8294482			Germany	Germany
gw	Halle a. S	4	9.23027	arcgis	51.48158	11.97947			Germany	Germany
gw	Heiligenstadt	1	9.34076399999999	geodump	51.37819	10.13744			Germany	Germany
gw	Heiligenstadt	1	9.34076399999999	google	51.3770297	10.1439107			Germany	Germany
gw	Herrnhut	2	112.330299401	arcgis	51.015492	14.743970001			Germany	Germany
gw	Herrnhut	2	112.330299401	geodump	51.01624	14.74381			Germany	Germany
gw	Herrnhut	2	112.330299401	google	51.0172494	14.7406151			Germany	Germany
gw	Holtland	6	1.670846799	arcgis	53.277840999	7.578675999			Germany	Germany
gw	Holtland	6	1.670846799	google	53.2818908	7.5758375			Germany	Germany
gw	Königsberg	15	17.0753433	geonames	50.0808	10.56761			Germany	Germany
gw	Leer	2	67.615553999	arcgis	53.229469999	7.451416			Germany	Germany
gw	Lenningen	1	4.154053001	arcgis	48.551224999	9.472018			Germany	Germany
gw	Lenningen	1	4.154053001	google	48.5553414	9.4682927			Germany	Germany
gw	Libau	2	124.0427511	google	56.5384577	21.0538204			Germany	Latvia
gw	Lilienthal/Bremen	3	0.700738710687995	arcgis	53.530796687429	8.594287176741			Germany	Germany
gw	Lilienthal/Bremen	3	0.700738710687995	google	53.1491282	8.9133574			Germany	Germany
gw	Lümborg	1	158.4707329	geodump	53.2509	10.41409			Germany	Germany
gw	Mitau	6	86.3704188	geodump	56.65	23.71278			Germany	Latvia
gw	Mitau	6	86.3704188	geonames	56.65	23.71278			Germany	Latvia
gw	Mitau	6	86.3704188	google	56.6511478	23.7196411			Germany	Latvia
gw	Märzfeld	1	8.981695799	arcgis	52.875785999	9.067936			Germany	Germany
gw	Neustadt	1	19.2166837	google	49.3501864	8.1486886			Germany	Germany
gw	Newcastle	2	241.3027196	google	54.978252	-1.61778			Germany	UK:Great Britain
gw	Oranienbaum	1	25.476134162	arcgis	51.797868638	12.404767945			Germany	Germany
gw	Oranienbaum	1	25.476134162	google	51.7980617	12.4046472			Germany	Germany
gw	Petersberg	2	20.772038699	arcgis	50.557877999	9.711846001			Germany	Germany
gw	Petersberg	2	20.772038699	google	50.5579247	9.7118496			Germany	Germany
gw	Pfaffenhofen	1	2.5790304	geodump	48.35454	10.16184			Germany	Germany
gw	Pfaffenhofen	1	2.5790304	google	48.5274509	11.5124179			Germany	Germany
gw	Posen	1	115.3879356	geodump	52.40692	16.92993			Germany	Poland
gw	Posen	1	115.3879356	geonames	52.40692	16.92993			Germany	Poland
gw	Posen	1	115.3879356	google	52.4056786	16.9312766			Germany	Poland
gw	Schleswig	4	0.5163669	arcgis	54.514940999	9.566657001			Germany	Germany
gw	Schleswig	4	0.5163669	geodump	54.52156	9.5586			Germany	Germany
gw	Schleswig	4	0.5163669	geonames	54.2	9.75			Germany	Germany
gw	Schleswig	4	0.5163669	google	54.5249669	9.5608476			Germany	Germany
gw	Vitembergae	2	17.0310963	google	51.8704643	12.6411506			Germany	Germany
gw	Weihenstephan	1	0.620033149000006	arcgis	48.627949106	12.113018843			Germany	Germany
gw	Weihenstephan	1	0.620033149000006	google	48.3962435	11.7246913			Germany	Germany
gw	Wittenberg	160	108.859092999	arcgis	51.867002999	12.645554			Germany	Germany
gw	Wittenberg	160	108.859092999	geonames	51.8661	12.64973			Germany	Germany
gw	in Wien	38	106.3747505	geonames	48.22085	16.3785			Germany	Austria
gw	in Wien	38	106.3747505	google	48.2080696	16.3713095			Germany	Austria
gw	Корнталь	1	32.3306513	google	48.8530091	9.1153378			Germany	Germany
gw	С.-Петербург	1	130.4735397	arcgis	59.93863	30.31413			Germany	Russia
gw	С.-Петербург	1	130.4735397	google	59.9310584	30.3609097			Germany	Russia
gw	Estonia	1	1.391121	arcgis	58.672040787	25.477224001	TRUE	0.540385787999998	Germany	Estonia
gw	Estonia	1	1.391121	google	58.595272	25.013607	TRUE	0.540385787999998	Germany	Estonia
hu	Gyoma	6	128.17665093	geodump	46.93333	20.83333			Hungary	Hungary
hu	Gyoma	6	128.17665093	geonames	46.93333	20.83333			Hungary	Hungary
hu	Gyoma	6	128.17665093	google	46.9336929	20.838949			Hungary	Hungary
hu	Pesth	1	8.4012758	arcgis	48.99526	12.193754			Hungary	Germany
hu	Pesth	1	8.4012758	google	47.5002356	19.1000054			Hungary	Hungary
ii	Delhi	2	0.200633800000002	arcgis	28.6324252	77.218791			India	India
ii	Delhi	2	0.200633800000002	geodump	28.65195	77.23149			India	India
ii	Delhi	2	0.200633800000002	google	28.7040592	77.1024902			India	India
it	Itaalia	1	1.22733999999999	arcgis	42.83333	12.83333			Italy	Italy
it	Itaalia	1	1.22733999999999	google	41.87194	12.56738			Italy	Italy
it	Italy	1	100.15562	arcgis	42.83333	12.83333			Italy	Italy
it	Italy	1	100.15562	google	41.87194	12.56738			Italy	Italy
it	San Domenica [Italy]	1	0.963006599999998	arcgis	38.6648109	15.8655732			Italy	
it	San Domenica [Italy]	1	0.963006599999998	google	38.1647807	15.4025968			Italy	Italy:Sicily
it	San Domenico [Italy]	1	1.9962362	arcgis	42.1791961	14.2563601			Italy	Italy
it	San Domenico [Italy]	1	1.9962362	google	41.87194	12.56738			Italy	Italy
ja	Jaapan	2	1.46897399799998	arcgis	36.655226998	139.271495			Japan	Japan:Honshu
ja	Jaapan	2	1.46897399799998	google	36.204824	138.252924			Japan	Japan:Honshu
ja	Japan	2	1.46897399799998	arcgis	36.655226998	139.271495			Japan	Japan:Honshu
ja	Japan	2	1.46897399799998	google	36.204824	138.252924			Japan	Japan:Honshu
kg	Фрунзе	11	111.1853303	geonames	42.87	74.59			Kyrgyzstan	Kyrgyzstan
ko	Taejeon	1	1.60521189999999	arcgis	35.91583	128.55003			Korea (South)	South Korea
ko	Taejeon	1	1.60521189999999	google	36.3577577	127.3867458			Korea (South)	South Korea
kz	Кайнар	1	11.1859078	arcgis	49.7452784	71.0893485			Kazakhstan	Kazakhstan
kz	Фрунзе	1	111.1853303	geonames	42.87	74.59			Kazakhstan	Kyrgyzstan
li	Memel	1	62.3436197	geodump	55.7068	21.13912			Lithuania	Lithuania
li	Memel	1	62.3436197	google	55.7032948	21.1442794			Lithuania	Lithuania
li	Вильна	5	37.6069155	google	54.6871555	25.2796514			Lithuania	Lithuania
lu	Austria	1	0.482574057000001	arcgis	47.585810005	14.137076948			Luxembourg	Austria
lu	Austria	1	0.482574057000001	google	47.516231	14.550072			Luxembourg	Austria
lu	Belgium	4	0.327930364000003	arcgis	50.640682937	4.661070427			Luxembourg	Belgium
lu	Belgium	4	0.327930364000003	google	50.503887	4.469936			Luxembourg	Belgium
lu	Luksemburg	11	0.277947753000001	arcgis	49.776828429	6.092325247			Luxembourg	Luxembourg
lu	Luksemburg	11	0.277947753000001	geodump	49.61167	6.13			Luxembourg	Luxembourg
lu	Luksemburg	11	0.277947753000001	geonames	49.75	6.16667			Luxembourg	Luxembourg
lu	Luksemburg	11	0.277947753000001	google	49.815273	6.129583			Luxembourg	Luxembourg
lu	Luxembourg	1198	0.277947753000001	arcgis	49.776828429	6.092325247			Luxembourg	Luxembourg
lu	Luxembourg	1198	0.277947753000001	geodump	49.61167	6.13			Luxembourg	Luxembourg
lu	Luxembourg	1198	0.277947753000001	geonames	49.75	6.16667			Luxembourg	Luxembourg
lu	Luxembourg	1198	0.277947753000001	google	49.815273	6.129583			Luxembourg	Luxembourg
lu	Luxemburg	4	0.277947753000001	arcgis	49.776828429	6.092325247			Luxembourg	Luxembourg
lu	Luxemburg	4	0.277947753000001	geodump	49.61167	6.13			Luxembourg	Luxembourg
lu	Luxemburg	4	0.277947753000001	geonames	49.75	6.16667			Luxembourg	Luxembourg
lu	Luxemburg	4	0.277947753000001	google	49.815273	6.129583			Luxembourg	Luxembourg
lv	Bruxellae	6	106.8384675	arcgis	50.85045	4.34878			Latvia	Belgium
lv	Bruxellae	6	106.8384675	geodump	50.85045	4.34878			Latvia	Belgium
lv	Bruxellae	6	106.8384675	geonames	50.85045	4.34878			Latvia	Belgium
lv	Latvija	6	0.542201130000002	arcgis	56.85460987	24.926839006			Latvia	Latvia
lv	Latvija	6	0.542201130000002	geonames	57	25			Latvia	Latvia
lv	Latvija	6	0.542201130000002	google	56.879635	24.603189			Latvia	Latvia
lv	Libau	9	124.0427511	google	56.5384577	21.0538204			Latvia	Latvia
lv	Mitau	188	86.3704188	geodump	56.65	23.71278			Latvia	Latvia
lv	Mitau	188	86.3704188	geonames	56.65	23.71278			Latvia	Latvia
lv	Mitau	188	86.3704188	google	56.6511478	23.7196411			Latvia	Latvia
lv	Posen	1	115.3879356	geodump	52.40692	16.92993			Latvia	Poland
lv	Posen	1	115.3879356	geonames	52.40692	16.92993			Latvia	Poland
lv	Posen	1	115.3879356	google	52.4056786	16.9312766			Latvia	Poland
lv	Rigæ	1	51.4679307	google	56.9676941	24.1056221			Latvia	Latvia
lv	Latvija	6	0.542201130000002	arcgis	56.85460987	24.926839006		0.542201130000002	Latvia	Latvia
lv	Latvija	6	0.542201130000002	geonames	57	25		0.542201130000002	Latvia	Latvia
lv	Latvija	6	0.542201130000002	google	56.879635	24.603189		0.542201130000002	Latvia	Latvia
lv	Läti	4	3.09220113	arcgis	56.85460987	24.926839006	TRUE	3.09220113	Latvia	Latvia
lv	Läti	4	3.09220113	geonames	57	25	TRUE	3.09220113	Latvia	Latvia
lv	Läti	4	3.09220113	google	56.879635	24.603189	TRUE	3.09220113	Latvia	Latvia
mx	Mexico	1	7.94947899	arcgis	23.95282499	-102.548353419			Mexico	Mexico
mx	Mexico	1	7.94947899	geodump	19.42847	-99.12766			Mexico	Mexico
mx	Mexico	1	7.94947899	google	23.634501	-102.552784			Mexico	Mexico
mx	México	2	7.94947899	arcgis	23.95282499	-102.548353419			Mexico	Mexico
mx	México	2	7.94947899	geodump	19.42847	-99.12766			Mexico	Mexico
mx	México	2	7.94947899	google	23.634501	-102.552784			Mexico	Mexico
ne	Breda [Madalmaad]	1	74.0869319	google	51.5719149	4.768323			Netherlands	Netherlands
ne	Eerde	1	108.6006375	google	51.6047889	5.4970965			Netherlands	Netherlands
ne	Nederland	1	123.414951691	arcgis	52.249375293	5.616126398			Netherlands	Netherlands
ne	Nederland	1	123.414951691	google	52.132633	5.291266			Netherlands	Netherlands
no	Bergen	1	11.292780138	geodump	60.39299	5.32415			Norway	Norway
no	Bergen	1	11.292780138	google	60.3912628	5.3220544			Norway	Norway
no	Fredericia	1	107.3006548	arcgis	55.56568	9.753665			Norway	
no	Fredericia	1	107.3006548	google	55.5689298	9.749517			Norway	
pl	Braunsberg	1	13.2105327	google	54.3797128	19.8200536			Poland	Poland
pl	Dantzig	1	22.5064645	google	54.3520252	18.6466384			Poland	Poland
pl	Elbing	5	132.6399213	geodump	54.1522	19.40884			Poland	Poland
pl	Elbing	5	132.6399213	google	54.1560613	19.4044897			Poland	Poland
pl	Marienwerder	1	6.214834001	geodump	53.72495	18.93114			Poland	Poland
pl	Poola	1	1.059216154	arcgis	52.123790154	19.398768986			Poland	Poland
pl	Poola	1	1.059216154	geonames	52	20			Poland	Poland
pl	Poola	1	1.059216154	google	51.919438	19.145136			Poland	Poland
pl	Posen	7	115.3879356	geodump	52.40692	16.92993			Poland	Poland
pl	Posen	7	115.3879356	geonames	52.40692	16.92993			Poland	Poland
pl	Posen	7	115.3879356	google	52.4056786	16.9312766			Poland	Poland
pl	Thorn	5	14.60855	geodump	53.01375	18.59814			Poland	Poland
pl	W Warszawie	1	0.555920658999995	arcgis	51.970860874	21.309334633			Poland	Poland
pl	W Warszawie	1	0.555920658999995	google	52.2296756	21.0122287			Poland	Poland
pl	Wołowiec	1	6.78398049	arcgis	51.297243936	18.987463446			Poland	Poland
pl	Wołowiec	1	6.78398049	google	49.2075148	19.7630918			Poland	Poland
pl	Wrocław-Wojnowice	1	0.487694212642001	arcgis	51.178627270919	16.880766358277			Poland	Poland
pl	Wrocław-Wojnowice	1	0.487694212642001	google	51.0634699	17.2533032			Poland	Poland
po	Portugal	1	0.48862603600001	arcgis	39.593139046	-8.51981299			Portugal	Portugal
po	Portugal	1	0.48862603600001	google	39.399872	-8.224454			Portugal	Portugal
pr	Ponce	1	20.7877983	arcgis	18.0126282	-66.6260381			Puerto Rico	Puerto Rico
pr	Ponce	1	20.7877983	geodump	23.03811	-82.37703			Puerto Rico	Cuba
pr	Ponce	1	20.7877983	google	18.0033124	-66.6240293			Puerto Rico	Puerto Rico
ru	Königsberg	67	17.0753433	geodump	54.70649	20.51095			Russia (Federation)	Russia:32
ru	Königsberg	67	17.0753433	google	54.7104264	20.4522144			Russia (Federation)	Russia:32
ru	Venemaa	113	10.502910649	arcgis	61.989526183	96.805371534			Russia (Federation)	Russia
ru	Venemaa	113	10.502910649	geonames	60	100			Russia (Federation)	Russia
ru	Venemaa	113	10.502910649	google	61.52401	105.318756			Russia (Federation)	Russia
ru	Wiborg	2	137.1437752	geodump	60.70763	28.75283			Russia (Federation)	Russia
ru	Wiborg	2	137.1437752	google	60.7095622	28.749044			Russia (Federation)	Russia
ru	Вятка	4	62.3210469	arcgis	58.4665992	35.6696523			Russia (Federation)	Russia
ru	Вятка	4	62.3210469	geonames	55.3462	94.8703			Russia (Federation)	Russia
ru	Вятка	4	62.3210469	google	57.5064405644356	50.3988088013111			Russia (Federation)	Russia
ru	Калинин	2	51.903562	geodump	56.85836	35.90057			Russia (Federation)	Russia
ru	Келломяки	1	6.09560399999999	google	60.1837907	29.8100847			Russia (Federation)	Russia
ru	Куйбышев	1	30.439015	arcgis	55.4442833	78.3414332			Russia (Federation)	Russia
ru	Куйбышев	1	30.439015	geodump	53.20007	50.15			Russia (Federation)	Russia
ru	Куйбышев	1	30.439015	google	55.4476518	78.3113874			Russia (Federation)	Russia
ru	Ленинград	818	1.7548116	arcgis	59.93863	30.31413			Russia (Federation)	Russia
ru	Ленинград	818	1.7548116	geodump	59.93863	30.31413			Russia (Federation)	Russia
ru	Ленинград	818	1.7548116	geonames	60	32			Russia (Federation)	Russia
ru	Ленинград	818	1.7548116	google	59.9310584	30.3609097			Russia (Federation)	Russia
ru	Малаховка	2	18.6535426	arcgis	52.5042174	53.5158248			Russia (Federation)	Russia
ru	Малаховка	2	18.6535426	geodump	55.64776	38.02486			Russia (Federation)	Russia
ru	Малаховка	2	18.6535426	google	55.6461657	38.0058248			Russia (Federation)	Russia
ru	Порт-Артур	1	83.7550244	arcgis	44.1931636	42.9048092			Russia (Federation)	Russia
ru	Пушкин	26	29.3834837	arcgis	59.7218437	30.4162159			Russia (Federation)	Russia
ru	Пушкин	26	29.3834837	geodump	59.71417	30.39642			Russia (Federation)	Russia
ru	Пушкин	26	29.3834837	geonames	43.0124	43.07046			Russia (Federation)	Russia
ru	Россия	3	8.978900649	arcgis	61.989526183	96.805371534			Russia (Federation)	Russia
ru	Россия	3	8.978900649	google	61.52401	105.318756			Russia (Federation)	Russia
ru	С.-Петербург	1815	130.4735397	arcgis	59.93863	30.31413			Russia (Federation)	Russia
ru	С.-Петербург	1815	130.4735397	google	59.9310584	30.3609097			Russia (Federation)	Russia
sa	Kimberley	1	107.760862968	geodump	-28.73226	24.76232			South Africa	South Africa
sa	Kimberley	1	107.760862968	google	-28.7435198	24.7626077			South Africa	South Africa
sp	España	3	154.327757	arcgis	40.22794966	-3.646063105			Spain	Spain
sp	España	3	154.327757	google	40.463667	-3.74922			Spain	Spain
sp	Granada	1	83.094682306	geodump	37.18817	-3.60667			Spain	Spain
sp	Granada	1	83.094682306	google	37.1824607	-3.6011676			Spain	Spain
sp	Valencia	2	96.943829	arcgis	39.4702393	-0.3768049			Spain	Spain
sp	Valencia	2	96.943829	google	39.4738338	-0.3756348			Spain	Spain
sp	Zaragoza	2	125.2784225	arcgis	41.656837	-0.8794245			Spain	Spain
sp	Zaragoza	2	125.2784225	google	41.6474339	-0.8861451			Spain	Spain
sw	Aneby	1	6.1985611	arcgis	57.865806953632	14.795249197651			Sweden	Sweden
sw	Aneby	1	6.1985611	google	57.838521	14.8178021			Sweden	Sweden
sw	Enskede	2	18.2006519	google	59.2762834	18.0385285			Sweden	Sweden
sw	Holmiae	4	10.8662473	google	59.3293235	18.0685808			Sweden	
sw	Hälsingborg	2	14.9200893	arcgis	56.04673	12.69437			Sweden	Sweden
sw	Hälsingborg	2	14.9200893	geodump	56.04673	12.69437			Sweden	Sweden
sw	Hälsingborg	2	14.9200893	google	64.1386294	19.5225599			Sweden	Sweden
sw	Hälsingborg [Rootsi]	2	14.9200893	arcgis	56.04673	12.69437			Sweden	Sweden
sw	Hälsingborg [Rootsi]	2	14.9200893	google	64.1386294	19.5225599			Sweden	Sweden
sw	Högbacka	1	8.067016705	google	61.0124335	16.9784249			Sweden	Sweden
sw	Kungälv	1	0.288603964786995	arcgis	57.87764086807	11.699822903283			Sweden	
sw	Kungälv	1	0.288603964786995	geodump	57.87096	11.98054			Sweden	Sweden
sw	Kungälv	1	0.288603964786995	google	57.869754	11.9740317			Sweden	Sweden
sw	Mores (Suecia)	1	4.72933959999999	arcgis	60.5542881	14.3402885			Sweden	Sweden
sw	Mores (Suecia)	1	4.72933959999999	google	60.128161	18.643501			Sweden	
sw	Olofsborg	1	19.3931226	arcgis	56.9140304	14.4578549			Sweden	Sweden
sw	Röhsska	1	28.7361483	google	57.6999471	11.9734108			Sweden	Sweden
sw	Stärholmen	1	24.7922266	google	58.9166667	11.1916667			Sweden	Sweden
sw	Sundsvall	4	0.274948999999999	arcgis	62.3908358	17.3069157			Sweden	Sweden
sw	Sundsvall	4	0.274948999999999	geodump	62.39129	17.3063			Sweden	Sweden
sw	Sundsvall	4	0.274948999999999	geonames	62.52813	17.44393			Sweden	Sweden
sw	Sundsvall	4	0.274948999999999	google	62.390811	17.306927			Sweden	Sweden
sw	Sverige	6	5.96743759099999	arcgis	64.712585547	17.260487956			Sweden	Sweden
sw	Sweden	1	5.96743759099999	arcgis	64.712585547	17.260487956			Sweden	Sweden
sw	Söderköping	3	0.490734591177006	geodump	58.48057	16.32221			Sweden	Sweden
sw	Söderköping	3	0.490734591177006	google	58.4759013	16.3234307			Sweden	Sweden
sw	Söderköping [Rootsi	1	0.484845191177001	google	58.4759013	16.3234307			Sweden	Sweden
sw	Viborg	1	23.612086	arcgis	56.4531219	9.4020121			Sweden	Denmark
sw	Viborg	1	23.612086	geonames	56.45319	9.40201			Sweden	Denmark
sw	Viborg	1	23.612086	google	56.452027	9.396347			Sweden	Denmark
sw	Väsby	1	9.5679718	geodump	59.51839	17.91128			Sweden	Sweden
sw	Väsby	1	9.5679718	google	59.51961	17.92834			Sweden	Sweden
sw	Wästerås	3	102.3605464	google	59.6099005	16.5448091			Sweden	Sweden
sw	Ystad	6	0.224574292042995	arcgis	55.354998371668	13.969943463711			Sweden	
sw	Ystad	6	0.224574292042995	geodump	55.42966	13.82041			Sweden	Sweden
sw	Ystad	6	0.224574292042995	geonames	55.42966	13.82041			Sweden	Sweden
sw	Ystad	6	0.224574292042995	google	55.4295051	13.8200308			Sweden	Sweden
sw	Åhus	5	155.5812291	arcgis	55.9228728	14.294172			Sweden	Sweden
sw	Åhus	5	155.5812291	geodump	55.91667	14.28333			Sweden	Sweden
sw	Åhus	5	155.5812291	google	55.9250391	14.2979949			Sweden	Sweden
sw	Åland	1	99.2629182	google	60.1785247	19.9156105			Sweden	Finland:Aland Islands:Fasta Aland
sw	Ленинград	1	1.7548116	arcgis	59.93863	30.31413			Sweden	Russia
sw	Ленинград	1	1.7548116	geodump	59.93863	30.31413			Sweden	Russia
sw	Ленинград	1	1.7548116	geonames	60	32			Sweden	Russia
sw	Ленинград	1	1.7548116	google	59.9310584	30.3609097			Sweden	Russia
sw	Estland	1	1.391121	arcgis	58.672040787	25.477224001	TRUE	0.540385787999998	Sweden	Estonia
sw	Estland	1	1.391121	google	58.595272	25.013607	TRUE	0.540385787999998	Sweden	Estonia
sz	Altdorf	1	5.22602537899999	arcgis	46.878408841	8.63860988			Switzerland	Switzerland
sz	Altdorf	1	5.22602537899999	geonames	46.88042	8.64441			Switzerland	Switzerland
sz	Baden-Baden	1	0.970215800000004	arcgis	48.761793999	8.239951			Switzerland	Germany
sz	Baden-Baden	1	0.970215800000004	geodump	48.7606	8.23975			Switzerland	Germany
sz	Baden-Baden	1	0.970215800000004	geonames	48.78232	9.17702			Switzerland	Germany
sz	Baden-Baden	1	0.970215800000004	google	48.76564	8.2285242			Switzerland	Germany
sz	Cambridge	1	81.066658035	arcgis	52.204875135	0.119708587			Switzerland	UK:Great Britain
sz	Cambridge	1	81.066658035	geodump	52.2	0.11667			Switzerland	UK:Great Britain
sz	Cambridge	1	81.066658035	google	52.1950788	0.1312729			Switzerland	UK:Great Britain
sz	Cham	17	132.1921261	google	47.181225	8.4592089			Switzerland	Switzerland
sz	Luxembourg	1	0.277947753000001	arcgis	49.776828429	6.092325247			Switzerland	Luxembourg
sz	Luxembourg	1	0.277947753000001	geodump	49.61167	6.13			Switzerland	Luxembourg
sz	Luxembourg	1	0.277947753000001	geonames	49.75	6.16667			Switzerland	Luxembourg
sz	Luxembourg	1	0.277947753000001	google	49.815273	6.129583			Switzerland	Luxembourg
un	Украина	1	0.856811428000004	arcgis	49.026898375	31.374926053			Ukraine	Ukraine
un	Украина	1	0.856811428000004	google	48.379433	31.16558			Ukraine	Ukraine
xr	V Praze	1	19.843542308982	google	50.0755381	14.4378005			Czech Republic	Czech Republic
xx	USA	1	102.882141056	arcgis	39.398703156	-99.41461919			No place, unknown, or undetermined	USA
xx	USA	1	102.882141056	geodump	35.40888	-80.58158			No place, unknown, or undetermined	USA
xx	USA	1	102.882141056	google	38.7945952	-106.5348379			No place, unknown, or undetermined	USA
xx	United States	1	102.882141056	arcgis	39.398703156	-99.41461919			No place, unknown, or undetermined	USA
xx	United States	1	102.882141056	geonames	-14.60485	-57.65625			No place, unknown, or undetermined	Brazil
xx	United States	1	102.882141056	google	38.7945952	-106.5348379			No place, unknown, or undetermined	USA
xx	V Praze	1	19.843542308982	google	50.0755381	14.4378005			No place, unknown, or undetermined	Czech Republic
xxc	Alberta	1	3.301699946	arcgis	55.169509257	-114.511042211			Canada	Canada
xxc	Alberta	1	3.301699946	google	53.9332706	-116.5765035			Canada	Canada
xxc	Canada	9	52.81045	arcgis	60.10867	-113.64258			Canada	Canada
xxc	Canada	9	52.81045	geonames	60.10867	-113.64258			Canada	Canada
xxc	Canada	9	52.81045	google	56.130366	-106.346771			Canada	Canada
xxc	Connecticut	2	0.379161062000001	arcgis	41.57350273	-72.738305908			Canada	USA
xxc	Connecticut	2	0.379161062000001	google	41.6032207	-73.087749			Canada	USA
xxc	Elora	1	43.6218003	google	43.683715	-80.4305427			Canada	Canada
xxc	Hamilton	4	336.170313406	geodump	43.25011	-79.84963			Canada	Canada
xxc	Jõekääru (Kanada)	1	11.274113	arcgis	60.10867	-113.64258			Canada	Canada
xxc	Jõekääru (Kanada)	1	11.274113	google	56.130366	-106.346771			Canada	Canada
xxc	Kanada	59	304.94955	arcgis	60.10867	-113.64258			Canada	Canada
xxc	Kanada	59	304.94955	geonames	60.10867	-113.64258			Canada	Canada
xxc	Kanada	59	304.94955	google	56.130366	-106.346771			Canada	Canada
xxc	Kotka-Järve (Kanada)	1	44.01306	arcgis	54.45635	-113.9636			Canada	Canada
xxc	Kotka-Järve (Kanada)	1	44.01306	google	45.20113	-79.20576			Canada	Canada
xxc	Kotkajärve	2	119.033289651	google	45.20113	-79.20576			Canada	Canada
xxc	Kotkajärve(Kanada)	1	11.274113	arcgis	60.10867	-113.64258			Canada	Canada
xxc	Kotkajärve(Kanada)	1	11.274113	google	56.130366	-106.346771			Canada	Canada
xxc	Markham	1	87.838924	arcgis	43.856186	-79.33675			Canada	Canada
xxc	Markham	1	87.838924	google	43.8599076	-79.3349945			Canada	Canada
xxc	Mississaugas	1	1.04206599999998	arcgis	43.58882	-79.644378			Canada	Canada
xxc	Mississaugas	1	1.04206599999998	google	42.999085	-80.096709			Canada	Canada
xxc	Moonstone (Kanada)	1	38.15809	arcgis	44.65529	-79.663757			Canada	Canada
xxc	Moonstone (Kanada)	1	38.15809	google	56.130366	-106.346771			Canada	Canada
xxc	Nelson (B.C.)	4	10.7419962	arcgis	49.492731	-117.293732			Canada	Canada
xxc	Nelson (B.C.)	4	10.7419962	google	49.4928119	-117.2948343			Canada	Canada
xxc	Ontario	2	55.442685	arcgis	50.926163435	-84.74493			Canada	Canada
xxc	Ontario	2	55.442685	geonames	43.70643	-79.39864			Canada	Canada
xxc	Ontario	2	55.442685	google	51.253775	-85.3232139			Canada	Canada
xxc	Québec	2	7.11160606600001	arcgis	53.38260342	-71.748742246			Canada	Canada
xxc	Seedrioru	5	188.1074932	google	43.6311346	-80.4641056			Canada	Canada
xxc	Seedrioru (Kanada)	1	49.6560098	arcgis	60.10867	-113.64258			Canada	Canada
xxc	Seedrioru (Kanada)	1	49.6560098	google	43.6311346	-80.4641056			Canada	Canada
xxc	Seedriorus [Kanada]	2	11.274113	arcgis	60.10867	-113.64258			Canada	Canada
xxc	Seedriorus [Kanada]	2	11.274113	google	56.130366	-106.346771			Canada	Canada
xxc	USA	1	102.882141056	arcgis	39.398703156	-99.41461919			Canada	USA
xxc	USA	1	102.882141056	geodump	35.40888	-80.58158			Canada	USA
xxc	USA	1	102.882141056	google	38.7945952	-106.5348379			Canada	USA
xxc	Victoria (B.C.)	5	355.8873951	arcgis	48.428409	-123.365642			Canada	Canada:Vancouver Island
xxc	Victoria (B.C.)	5	355.8873951	google	48.4284207	-123.3656444			Canada	Canada:Vancouver Island
xxc	Warkworth	1	268.0243083	arcgis	-36.395241285	174.654768138			Canada	New Zealand:North Island
xxc	Warkworth	1	268.0243083	google	-36.3970407	174.6605976			Canada	New Zealand:North Island
